# stan_version_major = 2
# stan_version_minor = 9
# stan_version_patch = 0
# model = lr_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 1
# data
#   file = lr_1.data.R
# init = 2 (Default)
# random
#   seed = 1311990393
# output
#   file = lr_samples_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,n_divergent__,beta_0,beta_1,beta_2,ys.1,ys.2,ys.3,ys.4
-4.04175,1,0.661738,2,3,0,-3.39599,4.06785,-0.1426,0.595479,0.99002,1.13183e-05,0.000762128
-1.70321,1,0.661738,3,7,0,1.89494,0.0569743,1.85598,0.996543,0.979465,0.481261,0.13308
-1.11739,1,0.661738,1,1,0,1.54149,0.407881,1.78618,0.996017,0.98438,0.257223,0.0802648
-0.875317,0.916806,0.661738,3,5,0,1.1242,2.0265,0.60901,0.987491,0.99694,0.0282555,0.107138
-0.659225,0.887527,0.661738,2,3,0,-0.621558,1.59694,0.390436,0.85274,0.950863,0.0146886,0.0474541
-0.525357,1,0.661738,2,3,0,0.361922,1.38172,0.60679,0.950604,0.976618,0.0470522,0.0967931
-0.811085,0.97396,0.661738,2,3,0,-1.18449,1.34957,0.632505,0.806916,0.895403,0.0108131,0.0219013
-0.590354,0.992722,0.661738,3,7,0,-0.113287,1.32217,1.59945,0.987964,0.984179,0.0126538,0.00961903
-1.02628,0.948575,0.661738,2,3,0,-1.12859,0.716648,2.39502,0.987606,0.937011,0.00698551,0.00131149
-1.35623,0.973748,0.661738,2,3,0,-0.829364,1.18963,2.93621,0.99804,0.988861,0.00213996,0.000373802
-1.23311,0.995592,0.661738,2,3,0,-0.454471,-0.466247,2.24097,0.97238,0.701406,0.146422,0.011316
-2.0194,0.787999,0.661738,3,7,0,2.89314,1.81165,1.81403,0.99976,0.999759,0.0728171,0.0726567
-2.2178,0.963297,0.661738,3,7,0,2.52144,3.05949,1.26265,0.999698,0.99995,0.00768935,0.0446442
-2.08966,0.957385,0.661738,3,7,0,2.47327,0.237751,2.19531,0.999177,0.9942,0.450774,0.103856
-5.09757,0.825538,0.661738,3,7,0,0.0393124,-0.929125,6.30307,0.999992,0.988839,0.0120626,8.8268e-06
-5.15378,0.937202,0.661738,2,3,0,-0.962146,-2.28672,5.08769,0.99902,0.38986,0.185973,0.000143247
-5.51885,0.522777,0.661738,1,1,0,-0.767738,-2.49947,4.2459,0.994646,0.179347,0.496326,0.0011578
-3.86684,1,0.661738,2,3,0,-1.3773,-0.834427,5.23788,0.999742,0.899503,0.00705929,1.63932e-05
-3.86684,0.226335,0.661738,2,3,0,-1.3773,-0.834427,5.23788,0.999742,0.899503,0.00705929,1.63932e-05
-1.52816,0.979918,0.661738,2,3,0,1.58957,0.193548,2.83886,0.999425,0.991962,0.162958,0.0136308
-1.07562,0.889246,0.661738,2,3,0,1.25585,0.38514,2.32372,0.998146,0.987256,0.13727,0.0223848
-2.81162,0.781757,0.661738,2,3,0,2.85995,0.630506,1.17744,0.997115,0.995025,0.603842,0.468683
-1.04023,0.957793,0.661738,2,3,0,1.33163,0.326672,1.53781,0.991285,0.971329,0.297437,0.11198
-0.997746,1,0.661738,1,1,0,1.32798,0.375932,1.84053,0.995436,0.980552,0.220216,0.0612832
-1.97089,0.576824,0.661738,1,1,0,1.90314,0.364109,0.945713,0.984612,0.972803,0.557053,0.412802
-1.1087,0.933659,0.661738,2,3,0,1.37865,1.1899,0.433717,0.96881,0.985111,0.192343,0.336556
-1.1087,0.509102,0.661738,3,7,0,1.37865,1.1899,0.433717,0.96881,0.985111,0.192343,0.336556
-2.26769,0.738416,0.661738,3,7,0,-0.695612,4.13375,0.698612,0.992119,0.999744,6.36701e-05,0.00197228
-1.82327,1,0.661738,2,3,0,-0.478387,3.73742,0.0540598,0.966662,0.999134,0.000332919,0.0130746
-1.68769,1,0.661738,2,3,0,0.458604,3.52453,-0.227107,0.9715,0.999312,0.00172061,0.0683883
-2.98973,0.800532,0.661738,2,3,0,3.26991,2.82063,0.346691,0.998869,0.999905,0.0619171,0.439276
-3.64779,0.928683,0.661738,1,1,0,3.30522,3.52347,-0.116905,0.998635,0.999964,0.025962,0.50389
-3.64779,0.087653,0.661738,1,1,0,3.30522,3.52347,-0.116905,0.998635,0.999964,0.025962,0.50389
-3.42409,1,0.661738,2,3,0,2.62186,4.3322,1.27795,0.999926,0.999997,0.000661393,0.0138401
-3.31548,1,0.661738,1,1,0,2.32516,4.50548,0.79292,0.999779,0.999995,0.000564657,0.0226173
-3.09036,0.983176,0.661738,2,3,0,1.51975,4.62015,1.00796,0.999713,0.999992,0.000161879,0.00596234
-1.14431,0.888964,0.661738,3,7,0,0.0544473,-0.351729,2.56501,0.992098,0.871692,0.140988,0.00880275
-0.915157,0.930803,0.661738,2,3,0,-0.325433,0.910603,2.47171,0.996044,0.98143,0.0097726,0.00206726
-2.9567,0.811071,0.661738,2,3,0,0.688398,0.463691,4.7852,0.999978,0.998343,0.006534,8.73338e-05
-0.899749,1,0.661738,3,7,0,-0.0573139,1.01708,0.0772955,0.752941,0.886366,0.10259,0.226359
-0.967146,0.765006,0.661738,2,3,0,1.61279,1.52961,1.0661,0.994906,0.996789,0.0749847,0.114151
-1.09082,0.867234,0.661738,2,3,0,-0.209447,2.50952,1.51567,0.995186,0.998213,0.00117635,0.0031717
-1.60094,0.941915,0.661738,2,3,0,0.0169484,2.08971,2.90189,0.999633,0.999174,0.000854323,0.000379405
-1.11243,1,0.661738,2,3,0,1.11785,2.21478,1.59994,0.998547,0.999214,0.00730649,0.013429
-2.57928,0.915059,0.661738,2,3,0,2.68507,2.29262,0.026024,0.993502,0.999322,0.127173,0.584289
-2.79498,0.502815,0.661738,3,7,0,-3.62987,1.82043,2.01041,0.901267,0.883026,9.31564e-05,7.7039e-05
-2.61495,0.592014,0.661738,3,7,0,0.0856042,4.43989,1.08504,0.998765,0.999957,5.12258e-05,0.0014651
-2.03791,0.90723,0.661738,2,3,0,0.457444,3.9031,-0.362433,0.974311,0.99963,0.000923592,0.0617579
-1.70457,0.993836,0.661738,2,3,0,-0.578238,2.89386,-0.781293,0.679841,0.988205,0.00374093,0.129035
-1.23093,0.974788,0.661738,3,7,0,1.88833,1.16857,1.97602,0.999097,0.997978,0.0812996,0.0379693
-1.02154,0.979812,0.661738,2,3,0,0.0471281,0.435446,2.74052,0.997436,0.974877,0.0275376,0.00281675
-0.845888,1,0.661738,2,3,0,0.770702,0.129866,1.83254,0.989704,0.945986,0.210557,0.0463425
-0.677565,0.999185,0.661738,2,3,0,0.0253364,0.363367,2.02662,0.988364,0.941513,0.0613403,0.0122335
-2.01029,0.860945,0.661738,2,3,0,0.00172302,0.489624,3.96555,0.99978,0.992942,0.00708214,0.000220587
-2.76112,0.905237,0.661738,3,7,0,1.15884,-1.03967,1.99529,0.983853,0.745507,0.776068,0.142819
-1.99742,1,0.661738,2,3,0,-2.01853,0.751099,3.28722,0.995068,0.941083,0.00110374,8.74747e-05
-1.76585,0.919808,0.661738,3,7,0,-1.90059,2.20592,2.35182,0.993367,0.992332,0.000172618,0.000149188
-1.91649,0.9596,0.661738,3,7,0,-0.939088,1.45236,-0.539976,0.362004,0.806225,0.0354398,0.212236
-1.91649,0.300704,0.661738,1,1,0,-0.939088,1.45236,-0.539976,0.362004,0.806225,0.0354398,0.212236
-2.37306,0.961607,0.661738,2,3,0,1.42255,4.04962,0.0382263,0.996122,0.99993,0.00121121,0.0627657
-0.809093,0.895276,0.661738,2,3,0,0.0570069,1.56382,-0.0449931,0.822129,0.958499,0.046281,0.19516
-0.584785,0.988756,0.661738,2,3,0,0.71751,1.45503,1.04516,0.986114,0.99074,0.0377706,0.0558376
-1.77017,0.850221,0.661738,2,3,0,-1.03724,2.32355,2.76795,0.998912,0.998304,0.000213364,0.000136823
-1.28775,0.857492,0.661738,2,3,0,0.14446,2.32119,2.20379,0.998966,0.99908,0.00122731,0.00137999
-1.60109,0.99286,0.661738,2,3,0,1.09581,2.17788,2.61219,0.999796,0.999685,0.00280893,0.00182119
-1.37075,0.793816,0.661738,3,7,0,-0.695436,3.14061,0.227217,0.947827,0.99702,0.000743153,0.0135133
-1.37075,0.675477,0.661738,3,7,0,-0.695436,3.14061,0.227217,0.947827,0.99702,0.000743153,0.0135133
-0.582107,0.958707,0.661738,2,3,0,0.631725,0.925149,1.56723,0.990909,0.982863,0.0580963,0.0314355
-1.36572,0.937907,0.661738,2,3,0,0.589926,0.375178,3.16941,0.999328,0.989118,0.0345614,0.00218472
-0.456664,0.980819,0.661738,2,3,0,0.222157,1.15165,0.963084,0.964428,0.97036,0.045467,0.0543892
-0.449866,0.995878,0.661738,2,3,0,-0.0778543,1.06632,1.14634,0.963776,0.960877,0.0336721,0.0311632
-0.449866,0.900084,0.661738,2,3,0,-0.0778543,1.06632,1.14634,0.963776,0.960877,0.0336721,0.0311632
-0.449866,0.0837396,0.661738,1,1,0,-0.0778543,1.06632,1.14634,0.963776,0.960877,0.0336721,0.0311632
-0.918316,0.957804,0.661738,2,3,0,-1.1182,2.14629,0.928342,0.947089,0.983741,0.00176273,0.00593357
-1.71488,0.685584,0.661738,2,3,0,2.47882,1.21771,2.20942,0.999701,0.999195,0.102843,0.0407875
-1.72379,0.975887,0.661738,3,7,0,-1.61052,1.01219,0.221533,0.461262,0.653711,0.0207054,0.0445411
-1.52842,0.98403,0.661738,3,7,0,-0.090728,3.02123,-0.642719,0.838223,0.995078,0.00410897,0.138653
-0.693394,0.973205,0.661738,2,3,0,-0.581751,1.90072,0.426541,0.897712,0.974574,0.00808408,0.0343713
-0.947026,0.947219,0.661738,2,3,0,1.60633,1.21606,1.21083,0.994749,0.994776,0.115412,0.115947
-0.947026,0.501358,0.661738,3,7,0,1.60633,1.21606,1.21083,0.994749,0.994776,0.115412,0.115947
-2.73365,0.707565,0.661738,2,3,0,2.63248,3.37013,1.86247,0.99994,0.999987,0.0025471,0.0114009
-5.25044,0.600338,0.661738,3,7,0,-3.92624,0.372568,1.40972,0.324266,0.14537,0.00228048,0.00080954
-3.50975,1,0.661738,2,3,0,0.481926,-0.204178,5.25969,0.99998,0.995195,0.0125005,5.36343e-05
-3.89895,0.975315,0.661738,3,7,0,1.67131,0.325692,5.30835,0.999997,0.999515,0.0135407,9.40982e-05
-1.57137,0.884684,0.661738,2,3,0,-0.766987,-0.341368,3.20033,0.994995,0.852029,0.036104,0.00108371
-2.57611,0.952089,0.661738,3,7,0,-1.01186,4.37905,-0.120655,0.957948,0.999512,6.44662e-05,0.00576826
-1.35576,0.946736,0.661738,3,7,0,-1.47942,1.99424,2.12798,0.991597,0.990407,0.000502268,0.000439422
-0.757821,0.971747,0.661738,2,3,0,-0.268746,0.0441173,1.80024,0.966941,0.834758,0.103658,0.0195824
-1.41161,0.911576,0.661738,2,3,0,-0.887852,-0.00497174,3.07286,0.994795,0.897988,0.0188767,0.000885381
-1.5134,0.959387,0.661738,1,1,0,-1.07635,-0.392155,2.72878,0.981819,0.704353,0.0464942,0.00214654
-1.5134,0.8284,0.661738,2,3,0,-1.07635,-0.392155,2.72878,0.981819,0.704353,0.0464942,0.00214654
-1.5134,0.848448,0.661738,2,3,0,-1.07635,-0.392155,2.72878,0.981819,0.704353,0.0464942,0.00214654
-1.65975,0.941422,0.661738,1,1,0,-1.30209,-0.425592,2.64022,0.972152,0.619385,0.0434747,0.00211426
-1.80476,0.826983,0.661738,1,1,0,-0.643773,-0.814201,2.17171,0.947122,0.474905,0.233781,0.0151723
-1.14184,1,0.661738,3,7,0,-0.0719104,1.08464,2.7967,0.99865,0.992565,0.00644559,0.00116957
-1.27935,0.970174,0.661738,2,3,0,-0.704592,0.0788625,2.97228,0.995125,0.918744,0.021153,0.00119549
-1.46583,0.997483,0.661738,2,3,0,-0.395301,-0.246737,3.22354,0.996997,0.911716,0.0420728,0.00136443
-1.33504,0.983193,0.661738,3,7,0,0.425317,1.53977,-0.420711,0.754668,0.956234,0.0967808,0.432163
-1.33504,0.492575,0.661738,3,7,0,0.425317,1.53977,-0.420711,0.754668,0.956234,0.0967808,0.432163
-1.92738,0.814867,0.661738,3,7,0,0.451799,2.27572,3.16623,0.999884,0.999717,0.000698513,0.000286819
-0.799698,1,0.661738,2,3,0,-0.23911,1.18977,2.16449,0.994932,0.986678,0.00830016,0.00314793
-1.26832,0.849678,0.661738,2,3,0,0.450205,2.94352,-0.149831,0.956647,0.997949,0.00503146,0.100322
-0.988852,0.952406,0.661738,2,3,0,1.24374,1.92434,0.309905,0.977858,0.995514,0.0514239,0.214095
-0.990944,0.414426,0.661738,2,3,0,0.349829,0.390596,2.65718,0.997659,0.977865,0.0435824,0.00470168
-1.47451,1,0.661738,2,3,0,-0.42741,-0.678583,2.39353,0.975423,0.647703,0.18789,0.0106037
-1.11113,1,0.661738,1,1,0,-0.512334,-0.320387,1.89338,0.950454,0.677056,0.146173,0.0183662
-1.45755,0.997559,0.661738,3,7,0,1.09288,2.97788,-0.0956534,0.979756,0.999045,0.00843229,0.155291
-1.29536,0.984247,0.661738,3,7,0,-1.07618,-0.203549,1.77418,0.906244,0.572215,0.0799327,0.0118796
-1.29536,0.672938,0.661738,3,7,0,-1.07618,-0.203549,1.77418,0.906244,0.572215,0.0799327,0.0118796
-0.533829,0.895269,0.661738,3,7,0,-0.333581,0.623054,1.52622,0.965839,0.919735,0.042864,0.0178265
-0.820178,0.958239,0.661738,3,5,0,0.919243,1.37541,0.324906,0.950001,0.981925,0.103726,0.248621
-1.61408,0.860211,0.661738,3,7,0,-1.40744,2.55341,2.08428,0.995105,0.996932,0.000184343,0.000294656
-3.50029,0.601814,0.661738,2,3,0,-3.04792,1.03925,0.557763,0.290462,0.398515,0.00338778,0.0054716
-2.80956,0.861061,0.661738,3,7,0,3.38599,2.22924,0.752618,0.999192,0.999815,0.138823,0.41375
-1.17027,1,0.661738,2,3,0,1.5246,1.44884,2.13697,0.999288,0.998585,0.0290276,0.0148005
-1.41233,0.957732,0.661738,3,7,0,0.541794,-0.150017,3.14955,0.998759,0.967432,0.0904851,0.00365756
-0.577972,0.939066,0.661738,3,7,0,-0.695128,0.820716,1.46113,0.954689,0.917392,0.0219309,0.0116804
-1.22626,0.708665,0.661738,2,3,0,1.35787,0.442232,2.58257,0.999057,0.992037,0.108209,0.0140705
-1.75403,0.929513,0.661738,3,7,0,-2.14981,1.57023,0.378022,0.544002,0.797167,0.00344184,0.0112498
-1.75403,0.244355,0.661738,2,3,0,-2.14981,1.57023,0.378022,0.544002,0.797167,0.00344184,0.0112498
-0.58789,0.62194,0.661738,3,7,0,-0.174635,0.569002,1.80956,0.982251,0.941195,0.0422007,0.0125828
-2.59927,0.900597,0.661738,3,7,0,-0.191524,4.51694,-0.249099,0.978694,0.999815,0.000126353,0.0146254
-6.70043,0.829712,0.661738,2,3,0,5.27284,3.98449,0.23657,0.999941,0.999999,0.0505598,0.693218
-3.54724,1,0.661738,2,3,0,0.17267,5.28601,-0.451693,0.989598,0.999966,4.78375e-05,0.0146299
-2.05825,0.909058,0.661738,3,7,0,-2.83705,2.32923,1.09499,0.843192,0.948652,0.000185827,0.000638168
-1.41868,0.995435,0.661738,3,7,0,-1.63426,2.64686,0.340506,0.844699,0.982013,0.000696675,0.00694933
-0.489704,0.905319,0.661738,2,3,0,-0.356489,1.14504,0.775534,0.912105,0.937563,0.0316119,0.0451055
-0.538348,0.979242,0.661738,2,3,0,0.309651,1.56189,0.609882,0.956533,0.982763,0.0315535,0.0778444
-1.56833,0.813097,0.661738,2,3,0,0.227333,0.477382,0.0520468,0.691856,0.774543,0.314433,0.412378
-0.691337,0.941132,0.661738,2,3,0,-0.557669,0.69667,0.691136,0.820726,0.821539,0.0664748,0.0668191
-0.944605,0.978095,0.661738,3,7,0,0.51438,0.890342,2.48934,0.998313,0.99171,0.0228511,0.00470397
-1.18501,0.95684,0.661738,3,7,0,1.35114,2.07864,0.101377,0.974232,0.996352,0.0517832,0.282873
-1.52929,0.765609,0.661738,2,3,0,2.10742,2.24479,1.49693,0.999355,0.999695,0.0202508,0.0418369
-0.693491,0.535057,0.661738,2,3,0,0.625974,1.12954,0.415992,0.930053,0.964465,0.114144,0.208243
-1.01477,0.68754,0.661738,2,3,0,-1.27066,0.963018,2.22968,0.984506,0.947103,0.00437977,0.00123799
-0.694216,0.899575,0.661738,3,7,0,-0.71072,1.89726,0.832203,0.945368,0.980469,0.00478513,0.0137566
-0.703689,0.977982,0.661738,2,3,0,0.292768,0.61505,0.627769,0.89691,0.895728,0.172916,0.171105
-0.703689,0.254715,0.661738,1,1,0,0.292768,0.61505,0.627769,0.89691,0.895728,0.172916,0.171105
-0.703689,0.622008,0.661738,1,1,0,0.292768,0.61505,0.627769,0.89691,0.895728,0.172916,0.171105
-1.62179,0.605726,0.661738,2,3,0,-0.564065,3.14846,1.64531,0.997199,0.999376,0.000202152,0.000908196
-1.45983,0.481012,0.661738,2,3,0,-1.80936,1.60238,0.287981,0.591213,0.843352,0.00495641,0.0182047
-1.45983,0.0623166,0.661738,2,3,0,-1.80936,1.60238,0.287981,0.591213,0.843352,0.00495641,0.0182047
-1.70808,0.733533,0.661738,2,3,0,-0.202093,1.60809,3.31811,0.999679,0.998225,0.00118553,0.000214627
-2.20689,0.932083,0.661738,3,7,0,-2.56383,2.85129,1.62951,0.971982,0.991576,5.03778e-05,0.000170921
-2.60723,0.950913,0.661738,2,3,0,-2.98637,0.359187,2.27311,0.872031,0.501279,0.00252786,0.000373667
-4.19303,0.477183,0.661738,2,3,0,3.25249,1.54326,4.52514,0.999999,0.999981,0.0126274,0.000647944
-2.13958,1,0.661738,2,3,0,1.18562,2.00015,3.41893,0.999956,0.999817,0.00195853,0.000474686
-1.96577,0.953923,0.661738,3,7,0,-1.03381,-0.238329,0.945046,0.649753,0.362294,0.182098,0.0638301
-0.769589,1,0.661738,1,1,0,-0.920827,0.409305,1.39029,0.906282,0.783821,0.0418975,0.0161316
-0.536951,0.938428,0.661738,3,7,0,-0.398064,1.56601,0.806612,0.94165,0.97182,0.0129109,0.0271911
-0.670179,0.988637,0.661738,2,3,0,-0.83227,1.41814,0.548682,0.843332,0.927754,0.0145254,0.0339682
-0.992008,0.936312,0.661738,3,7,0,1.49262,1.10267,1.90488,0.99835,0.996326,0.0680146,0.0316823
-2.48059,0.914193,0.661738,3,7,0,-1.53461,3.7037,-0.702668,0.682168,0.994348,0.000263989,0.0211866
-1.81327,0.783795,0.661738,2,3,0,-2.31325,2.66843,0.652827,0.840349,0.975312,0.000247728,0.00185626
