# stan_version_major = 2
# stan_version_minor = 9
# stan_version_patch = 0
# model = betabinomialstr_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 1
# data
#   file = betabinomialstr_1.data.R
# init = 2 (Default)
# random
#   seed = 792387560
# output
#   file = betabinomialstr_samples_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,n_divergent__,theta
# Adaptation terminated
# Step size = 0.984318
# Diagonal elements of inverse mass matrix:
# 0.336302

-11.7861,0.927764,0.984318,1,1,0,0.0593596
-12.3902,0.969745,0.984318,1,1,0,0.0500428
-11.5997,1,0.984318,1,1,0,0.0626265
-9.95056,0.983943,0.984318,2,3,0,0.103373
-9.73734,1,0.984318,1,1,0,0.110883
-10.6878,0.920542,0.984318,1,1,0,0.082019
-10.0287,1,0.984318,2,3,0,0.100794
-7.68192,0.936008,0.984318,2,3,0,0.293956
-7.71291,0.993794,0.984318,1,1,0,0.282253
-7.71291,0.89562,0.984318,2,3,0,0.282253
-7.77271,0.959591,0.984318,2,3,0,0.406027
-7.6512,0.99987,0.984318,2,3,0,0.35553
-7.64544,1,0.984318,2,3,0,0.349878
-7.64429,0.99776,0.984318,2,3,0,0.318393
-7.63819,0.992123,0.984318,2,3,0,0.332426
-7.63819,0.891186,0.984318,2,3,0,0.332426
-7.64408,0.99867,0.984318,2,3,0,0.318647
-7.78425,0.984761,0.984318,2,3,0,0.409152
-7.68353,1,0.984318,1,1,0,0.375087
-7.91345,0.916244,0.984318,2,3,0,0.23847
-7.64623,0.984443,0.984318,2,3,0,0.350759
-7.64742,0.999736,0.984318,1,1,0,0.352005
-7.64742,0.884245,0.984318,2,3,0,0.352005
-7.81932,0.917792,0.984318,2,3,0,0.255326
-7.68531,0.994202,0.984318,2,3,0,0.292499
-7.68946,0.999162,0.984318,1,1,0,0.290785
-7.685,1,0.984318,2,3,0,0.292628
-7.66224,0.988483,0.984318,3,7,0,0.36361
-8.20926,0.927466,0.984318,2,3,0,0.201374
-7.66644,1,0.984318,2,3,0,0.301533
-7.63907,0.999601,0.984318,2,3,0,0.327591
-7.81716,0.960019,0.984318,2,3,0,0.255768
-7.80873,0.947309,0.984318,2,3,0,0.415414
-9.92998,0.717005,0.984318,3,7,0,0.104068
-8.89942,1,0.984318,1,1,0,0.149377
-7.83005,0.993912,0.984318,3,7,0,0.420521
-8.29798,0.893251,0.984318,1,1,0,0.497508
-7.93971,0.688646,0.984318,2,3,0,0.234394
-8.0714,0.977695,0.984318,1,1,0,0.216637
-8.61538,0.918745,0.984318,1,1,0,0.16738
-8.93653,0.959016,0.984318,1,1,0,0.147265
-9.51642,0.935791,0.984318,1,1,0,0.119478
-7.66685,1,0.984318,2,3,0,0.366418
-7.84619,0.976372,0.984318,3,7,0,0.250083
-8.97427,0.663145,0.984318,2,3,0,0.145167
-9.50259,0.941733,0.984318,1,1,0,0.120047
-7.65289,0.923781,0.984318,3,7,0,0.356943
-7.69375,0.982226,0.984318,2,3,0,0.289089
-7.65831,1,0.984318,1,1,0,0.306415
-8.05566,0.898752,0.984318,2,3,0,0.463238
-7.7282,1,0.984318,3,7,0,0.277452
-9.38179,0.667044,0.984318,2,3,0,0.600611
-8.44919,1,0.984318,3,7,0,0.179809
-7.63886,0.971169,0.984318,2,3,0,0.33841
-7.63886,0.947315,0.984318,2,3,0,0.33841
-7.92157,0.939115,0.984318,2,3,0,0.439827
-8.29118,0.914189,0.984318,1,1,0,0.496643
-8.29118,0.823277,0.984318,2,3,0,0.496643
-9.74508,0.901154,0.984318,2,3,0,0.626231
-8.46162,1,0.984318,1,1,0,0.517098
-9.20828,0.834755,0.984318,1,1,0,0.587231
-7.92893,0.913021,0.984318,2,3,0,0.441236
-8.10643,0.810445,0.984318,2,3,0,0.212495
-8.18121,0.988006,0.984318,1,1,0,0.204271
-8.1887,0.998812,0.984318,1,1,0,0.203488
-7.65429,1,0.984318,2,3,0,0.309211
-7.65166,0.995463,0.984318,2,3,0,0.355921
-7.98444,0.900583,0.984318,2,3,0,0.227912
-7.79259,1,0.984318,1,1,0,0.261001
-7.69721,1,0.984318,1,1,0,0.28777
-7.6398,0.975753,0.984318,2,3,0,0.341135
-7.63945,0.999418,0.984318,3,7,0,0.326474
-7.74927,0.972532,0.984318,2,3,0,0.399247
-7.81318,0.985041,0.984318,1,1,0,0.416503
-8.03224,0.948805,0.984318,1,1,0,0.459449
-7.85428,1,0.984318,1,1,0,0.426002
-8.22338,0.9147,0.984318,1,1,0,0.487754
-7.90763,0.869543,0.984318,2,3,0,0.239405
-7.65607,0.995809,0.984318,2,3,0,0.307938
-7.71702,0.977195,0.984318,2,3,0,0.38866
-7.72855,0.99732,0.984318,1,1,0,0.392652
-7.93672,0.952011,0.984318,1,1,0,0.442711
-7.86609,0.95001,0.984318,2,3,0,0.428566
-8.39082,0.73032,0.984318,2,3,0,0.184604
-7.65518,0.959366,0.984318,2,3,0,0.358732
-7.67143,0.989076,0.984318,2,3,0,0.298898
-8.03281,0.96725,0.984318,2,3,0,0.459542
-7.83946,1,0.984318,1,1,0,0.422688
-7.83376,0.916202,0.984318,2,3,0,0.252459
-7.65127,0.966608,0.984318,2,3,0,0.35559
-7.85682,0.935498,0.984318,2,3,0,0.248117
-7.94354,0.984581,0.984318,1,1,0,0.233816
-8.16908,0.962607,0.984318,1,1,0,0.205553
-7.85964,1,0.984318,1,1,0,0.247604
-7.63824,0.995264,0.984318,2,3,0,0.331669
-7.92458,0.962978,0.984318,2,3,0,0.440405
-8.51384,0.866558,0.984318,1,1,0,0.522916
