# stan_version_major = 2
# stan_version_minor = 14
# stan_version_patch = 0
# model = negativebinomial_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 1
# data
#   file = negativebinomial_1.data.R
# init = 2 (Default)
# random
#   seed = 2863632350
# output
#   file = negativebinomial_samples_1.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,beta
# Adaptation terminated
# Step size = 0.675461
# Diagonal elements of inverse mass matrix:
# 0.178281, 0.201626
-23.2029,0.999173,0.675461,3,7,0,23.2789,0.399563,0.295387
-23.748,0.987139,0.675461,2,3,0,24.0974,0.361011,0.230829
-26.9063,0.881218,0.675461,2,3,0,27.1005,0.785712,0.122389
-22.3278,1,0.675461,2,3,0,26.9635,0.527563,0.360958
-22.203,0.982172,0.675461,2,7,0,22.7381,0.576285,0.479621
-22.6168,0.971051,0.675461,2,7,0,22.6811,0.775337,0.284206
-21.7368,0.991212,0.675461,3,7,0,22.542,0.803078,0.562069
-21.7246,0.953144,0.675461,2,3,0,22.0803,0.750975,0.513188
-21.9696,0.989804,0.675461,2,3,0,22.0573,1.17229,0.557514
-21.914,0.993498,0.675461,2,3,0,22.1602,1.04411,0.664742
-22.377,0.908406,0.675461,1,1,0,22.4489,1.10987,0.755821
-24.7078,0.380529,0.675461,2,3,0,27.3975,0.529832,0.794023
-22.6368,1,0.675461,2,3,0,24.0531,0.795448,0.28704
-22.3844,1,0.675461,1,1,0,22.6567,0.782105,0.307518
-22.7686,0.921438,0.675461,2,3,0,23.6036,0.614556,0.248298
-22.4943,0.999683,0.675461,3,7,0,23.1479,0.493604,0.372496
-21.7701,1,0.675461,3,7,0,22.5373,0.996602,0.48537
-22.0054,0.929495,0.675461,2,3,0,22.7151,1.04347,0.688255
-22.2852,0.783538,0.675461,3,7,0,23.3257,1.32108,0.600741
-22.2211,0.522357,0.675461,2,3,0,23.1192,1.08888,0.433674
-22.2211,0.263764,0.675461,1,3,1,26.3268,1.08888,0.433674
-21.6904,0.9423,0.675461,2,3,0,22.6554,0.892272,0.578607
-21.6904,0.56074,0.675461,1,1,0,23.2899,0.892272,0.578607
-22.6157,0.815516,0.675461,2,7,0,23.2454,0.496758,0.460329
-23.3874,0.864912,0.675461,2,7,0,23.9385,0.408547,0.232842
-23.5627,0.999105,0.675461,1,1,0,23.6021,0.402934,0.213869
-22.4215,0.998257,0.675461,2,3,0,23.691,0.507551,0.362501
-25.5598,0.797706,0.675461,2,5,0,26.1505,0.414154,0.104921
-29.9111,0.675767,0.675461,2,4,1,31.5612,0.507824,0.0467718
-30.4092,0.9311,0.675461,1,1,0,30.9932,0.535774,0.045365
-28.2984,1,0.675461,1,1,0,30.025,0.448677,0.0574561
-26.0695,1,0.675461,2,3,0,28.2491,0.268595,0.109805
-23.5093,0.971336,0.675461,2,3,0,26.7357,0.380921,0.245499
-22.3818,0.976868,0.675461,2,7,0,25.3223,1.16083,0.753723
-22.1311,0.795412,0.675461,2,3,0,23.2539,0.596007,0.487414
-23.0361,0.973368,0.675461,2,7,0,23.4278,0.439056,0.263431
-22.5049,0.975811,0.675461,2,5,0,23.5459,1.33369,0.738397
-22.5049,0.566114,0.675461,1,1,0,24.9196,1.33369,0.738397
-21.8683,0.681314,0.675461,2,3,0,23.8137,0.653154,0.43519
-21.7045,0.982707,0.675461,2,3,0,22.05,0.930332,0.473678
-22.2391,0.917063,0.675461,1,1,0,22.2397,1.06417,0.419104
-21.7248,1,0.675461,2,5,0,22.2985,0.790178,0.426327
-21.8414,0.930417,0.675461,3,7,0,22.3698,0.903378,0.420467
-22.073,0.981721,0.675461,2,3,0,22.0824,0.741175,0.619385
-23.0109,0.948362,0.675461,2,3,0,23.0975,1.43761,0.5164
-22.0323,1,0.675461,2,3,0,22.9127,0.694438,0.575542
-21.9273,0.994526,0.675461,2,5,0,22.4708,0.631432,0.416837
-21.8903,0.973199,0.675461,1,3,0,22.25,0.840058,0.390284
-24.8868,0.74337,0.675461,2,3,0,25.0884,1.37905,0.334464
-22.2923,1,0.675461,2,3,0,25.5495,0.547467,0.455255
-22.1674,0.981654,0.675461,2,7,0,22.3856,0.741234,0.325493
-23.2612,0.773467,0.675461,1,3,0,24.7013,0.391851,0.354137
-23.7454,0.984129,0.675461,2,3,0,23.7912,0.354212,0.383934
-23.3455,1,0.675461,2,3,0,24.3071,0.642,0.210094
-21.8375,0.882655,0.675461,2,3,0,24.5341,0.871286,0.410473
-21.8375,0.828591,0.675461,1,1,0,22.6928,0.871286,0.410473
-21.8375,0.666873,0.675461,1,3,0,23.5368,0.871286,0.410473
-21.9839,0.547738,0.675461,2,3,0,23.1282,1.19572,0.613081
-22.3839,0.742071,0.675461,2,7,0,23.4367,0.718877,0.663675
-22.8978,0.928377,0.675461,2,3,0,23.2774,1.41132,0.51681
-22.8978,0.784666,0.675461,1,1,0,23.9603,1.41132,0.51681
-22.8978,0.649241,0.675461,1,1,0,24.554,1.41132,0.51681
-22.8978,0.496829,0.675461,1,2,1,24.7395,1.41132,0.51681
-22.4491,0.724,0.675461,2,4,1,24.9549,0.528225,0.309037
-22.2032,0.981353,0.675461,2,3,0,22.8928,0.654026,0.314887
-23.0885,0.863469,0.675461,2,3,0,23.2535,0.468538,0.523099
-22.4437,0.981249,0.675461,2,3,0,23.0347,0.800724,0.305773
-21.772,1,0.675461,2,3,0,22.3369,0.738339,0.52714
-21.6669,0.996766,0.675461,3,11,0,21.8567,0.822169,0.536832
-22.1137,0.882113,0.675461,2,7,0,22.9873,0.738699,0.332781
-23.2316,0.724605,0.675461,1,3,0,23.9572,0.620908,0.214366
-23.935,0.976958,0.675461,2,3,0,24.7717,0.362365,0.201609
-22.0892,0.985905,0.675461,3,7,0,24.9184,0.631596,0.526011
-23.5159,0.870558,0.675461,2,3,0,23.9649,1.59567,0.547418
-21.9695,1,0.675461,3,7,0,23.1823,0.626847,0.467152
-22.7906,0.968723,0.675461,2,3,0,22.9404,0.542647,0.249022
-22.8548,0.99003,0.675461,2,3,0,23.0139,0.63061,0.242067
-22.319,1,0.675461,2,3,0,22.8727,0.665465,0.298316
-22.0108,0.924186,0.675461,2,7,0,22.7813,0.659268,0.534631
-22.476,0.986076,0.675461,3,7,0,22.677,1.38079,0.6995
-22.2489,0.566366,0.675461,1,2,1,24.0271,1.06345,0.417348
-22.2506,0.500012,0.675461,3,7,0,23.7017,0.68819,0.308511
-22.2506,0.611562,0.675461,1,3,0,26.5003,0.68819,0.308511
-22.5759,0.867027,0.675461,2,3,0,23.4836,0.506674,0.469647
-22.1688,0.909263,0.675461,2,3,0,23.1408,0.678254,0.319901
-21.9378,0.722238,0.675461,3,7,0,23.3647,1.07649,0.483788
-22.439,0.969608,0.675461,2,3,0,22.6635,1.11959,0.76478
-21.907,0.981968,0.675461,2,3,0,22.9395,0.655394,0.389615
-22.7979,0.824565,0.675461,2,7,0,24.0948,0.678,0.699507
-21.7771,1,0.675461,1,3,0,22.6145,0.89824,0.61419
-21.9888,0.960786,0.675461,1,1,0,22.0207,0.894239,0.667251
-22.5742,0.953946,0.675461,3,7,0,23.049,0.536657,0.279113
-21.6312,0.99903,0.675461,3,7,0,22.6717,0.855411,0.518366
-21.7801,0.970126,0.675461,1,3,0,21.8232,0.919889,0.442502
-22.5258,0.933434,0.675461,2,3,0,22.7687,1.02349,0.773289
-21.8892,1,0.675461,1,3,0,23.4007,0.70486,0.542297
-21.8978,0.956079,0.675461,2,3,0,22.428,0.661256,0.491359
-23.1127,0.54973,0.675461,2,3,0,24.8426,1.2915,0.423146
-21.919,0.960614,0.675461,2,3,0,24.1533,0.83181,0.382574
-22.0022,0.991977,0.675461,2,3,0,22.0603,0.672391,0.546329
-22.3819,0.971845,0.675461,2,3,0,22.4406,0.655361,0.618226
-24.177,0.85486,0.675461,2,3,0,24.3437,0.95627,0.238306
-22.5211,1,0.675461,1,1,0,23.6994,0.796477,0.297439
-21.6654,0.697556,0.675461,2,3,0,23.1427,0.952533,0.56314
-21.7952,0.968583,0.675461,2,5,0,21.9181,0.728673,0.403546
-21.9509,0.948809,0.675461,1,3,0,22.2646,0.955183,0.418109
-21.7931,0.961193,0.675461,3,7,0,22.3054,1.00096,0.479685
-23.5337,0.768247,0.675461,2,3,0,24.2142,0.363095,0.320728
-21.8114,1,0.675461,2,3,0,23.4577,0.6957,0.409833
-21.7139,0.998699,0.675461,2,3,0,21.8609,0.735479,0.466305
-22.0381,0.975712,0.675461,2,5,0,22.3015,0.600146,0.385725
-23.8127,0.867032,0.675461,2,3,0,25.6256,1.13454,0.309489
-23.8127,0.515609,0.675461,2,3,0,26.6461,1.13454,0.309489
-22.6245,0.250057,0.675461,3,15,0,23.9599,0.472146,0.368767
-21.9588,1,0.675461,3,7,0,22.7885,0.636672,0.380741
-23.4481,0.93227,0.675461,2,7,0,23.8891,1.60319,0.807799
-21.6626,0.441583,0.675461,2,3,0,25.3159,0.788498,0.469606
-21.6641,0.945583,0.675461,3,7,0,22.6501,0.844819,0.547599
-22.6697,0.948247,0.675461,2,7,0,22.7039,1.45884,0.699677
-22.6697,0.5,0.675461,0,1,1,24.0735,1.45884,0.699677
-22.6697,0.5,0.675461,0,1,1,26.2755,1.45884,0.699677
-22.8277,0.979964,0.675461,1,1,0,22.9573,1.47276,0.746985
-22.3626,0.855506,0.675461,2,3,0,23.4941,0.599631,0.559328
-21.9756,0.937515,0.675461,1,3,0,22.9463,0.786592,0.362475
-21.9756,0.907185,0.675461,1,3,0,24.6501,0.786592,0.362475
-21.7202,0.992308,0.675461,2,7,0,22.0238,0.833693,0.433473
-22.4167,0.934134,0.675461,2,3,0,22.5803,0.849388,0.320833
-21.7479,0.943593,0.675461,2,7,0,22.8607,0.746682,0.523035
-22.1022,0.924099,0.675461,1,3,0,22.3815,0.950683,0.39112
-22.3671,0.75,0.675461,1,3,0,23.4503,0.65222,0.291797
-22.0395,0.739849,0.675461,1,3,0,23.4705,0.940171,0.396773
-24.5806,1,0.675461,1,1,0,24.9952,1.01858,0.919488
-23.0963,0.37579,0.675461,2,7,0,24.7651,0.69941,0.234067
-27.3439,0.545089,0.675461,1,3,1,28.1492,1.32256,0.227038
-24.3845,0.75,0.675461,1,3,1,27.8382,0.730852,0.178322
-22.4816,1,0.675461,2,3,0,24.1036,0.502903,0.333011
-21.7846,1,0.675461,3,7,0,22.404,0.988562,0.626057
-21.9878,0.969964,0.675461,2,3,0,22.0115,0.953782,0.678887
-22.7983,0.648184,0.675461,2,3,0,24.5794,0.979371,0.32652
-23.5239,0.888542,0.675461,1,1,0,23.7809,1.04589,0.297653
-23.96,1,0.675461,2,3,0,24.5238,0.34834,0.423176
-24.9091,0.95058,0.675461,3,7,0,25.3973,1.86527,0.546043
-24.3926,0.799268,0.675461,3,7,0,26.1002,0.362085,0.161031
-22.2125,1,0.675461,2,3,0,24.5025,0.565908,0.345805
-23.6029,0.692909,0.675461,2,4,1,25.3439,1.1992,0.345146
-22.4672,0.333333,0.675461,4,17,0,24.4598,0.507017,0.330794
-22.678,0.919957,0.675461,3,7,0,23.4949,1.18742,0.420532
-21.9522,1,0.675461,2,3,0,22.5478,0.755077,0.600071
-22.4116,0.865912,0.675461,2,3,0,23.1373,0.782076,0.304732
-22.2779,1,0.675461,2,3,0,22.4999,0.812522,0.326081
-22.4576,0.994358,0.675461,2,3,0,22.8311,1.1606,0.765577
-21.7173,0.99573,0.675461,3,7,0,22.4009,0.939085,0.472702
-21.7181,0.998922,0.675461,3,7,0,21.8987,0.86697,0.442791
-21.7401,0.99924,0.675461,2,3,0,21.7666,0.740777,0.51161
-21.7406,0.99842,0.675461,2,7,0,21.8284,0.71979,0.445631
-21.7173,0.949692,0.675461,2,3,0,22.1855,0.768342,0.431387
-21.7768,0.963741,0.675461,3,7,0,22.1961,0.759769,0.548559
-22.9583,0.695413,0.675461,2,3,0,23.887,0.845079,0.274897
-21.8313,0.938468,0.675461,2,3,0,23.4609,0.713814,0.393171
-21.6397,0.99411,0.675461,1,3,0,22.0485,0.824541,0.485629
-21.8508,0.907951,0.675461,2,3,0,22.3685,0.762638,0.576826
-22.1337,0.955942,0.675461,1,1,0,22.1685,0.728643,0.624131
-22.1269,0.98295,0.675461,2,5,0,22.3942,0.642074,0.549442
-23.0391,0.953656,0.675461,2,3,0,23.0816,0.526981,0.600581
-23.3034,1,0.675461,2,3,0,23.943,1.61975,0.610245
-22.5017,1,0.675461,1,1,0,23.0361,1.40262,0.684545
-23.9776,0.525122,0.675461,2,4,1,27.3255,0.378495,0.185901
-22.9876,0.791675,0.675461,3,7,0,24.983,1.52745,0.595709
-21.8163,0.521359,0.675461,2,3,0,23.5585,0.991443,0.46668
-21.9699,0.97839,0.675461,3,11,0,22.1251,0.722494,0.3561
-22.122,0.969854,0.675461,2,7,0,22.3977,0.771797,0.646862
-21.8472,0.99111,0.675461,2,7,0,22.2815,0.718393,0.386918
-22.7908,0.910557,0.675461,2,3,0,23.8167,0.8667,0.777231
-22.7908,0.41292,0.675461,2,4,1,24.9034,0.8667,0.777231
-21.7155,0.987407,0.675461,2,3,0,22.6683,0.819378,0.432732
-22.6717,0.791713,0.675461,1,3,0,23.5048,1.31944,0.493147
-22.9288,0.864548,0.675461,3,7,0,26.0175,0.973805,0.314436
-21.9044,1,0.675461,1,3,0,22.7508,0.717584,0.370871
-21.8948,0.928998,0.675461,2,5,0,22.4719,0.709882,0.549045
-21.9453,0.940277,0.675461,2,3,0,22.5824,0.652118,0.500611
-23.2611,0.962623,0.675461,2,3,0,23.3425,0.511383,0.209196
-23.6071,0.969115,0.675461,3,7,0,23.9712,0.357152,0.29031
-23.2013,1,0.675461,2,3,0,23.7593,0.397264,0.346191
-22.4376,1,0.675461,2,3,0,23.1901,0.695381,0.287042
-21.6623,0.993724,0.675461,3,11,0,22.4258,0.943762,0.562788
-22.1114,0.747053,0.675461,2,3,0,22.8228,0.944336,0.387396
-22.4505,0.862803,0.675461,3,7,0,23.1286,0.969752,0.355267
-25.7055,0.487223,0.675461,2,3,0,26.7841,0.785074,0.935459
-25.7055,0.125081,0.675461,2,7,0,26.3257,0.785074,0.935459
-25.1109,0.411204,0.675461,2,3,0,28.3605,0.530624,0.124847
-23.0034,0.809112,0.675461,3,11,0,25.8901,0.561128,0.227388
-24.5278,0.790396,0.675461,2,7,0,24.9221,0.334878,0.496737
-21.8853,1,0.675461,2,3,0,24.1705,0.937217,0.423895
-23.4127,0.842241,0.675461,2,3,0,24.1931,1.23163,0.862738
-21.8,1,0.675461,2,3,0,23.0042,0.686426,0.464923
-21.7584,0.982045,0.675461,3,7,0,21.9535,0.982199,0.615891
-21.6993,1,0.675461,2,3,0,21.7732,1.00553,0.541384
-21.6288,0.992474,0.675461,2,3,0,21.7346,0.880555,0.510593
-21.6365,0.999258,0.675461,2,3,0,21.64,0.830305,0.490284
-21.6374,0.999175,0.675461,2,3,0,21.6507,0.826721,0.490698
-22.0978,0.984453,0.675461,3,7,0,22.1192,0.609635,0.348038
-22.9543,0.870678,0.675461,2,3,0,23.2158,0.489906,0.53249
-22.3964,1,0.675461,1,1,0,22.8683,0.543357,0.486072
-21.9602,0.944254,0.675461,2,3,0,23.1233,0.688543,0.549791
-22.4544,0.960775,0.675461,2,7,0,23.5388,0.500696,0.372159
-25.5641,0.726932,0.675461,1,3,0,26.1361,0.371035,0.701845
-25.5641,0.351704,0.675461,2,3,0,27.4856,0.371035,0.701845
-23.3303,1,0.675461,2,3,0,25.4507,0.638165,0.210467
-24.1548,1,0.675461,3,7,0,24.5425,0.400673,0.16437
-24.5911,0.934292,0.675461,2,3,0,25.9061,0.435693,0.137968
-22.0854,0.983652,0.675461,2,3,0,24.6848,0.584497,0.38629
-23.1009,0.905841,0.675461,2,3,0,24.1985,0.52027,0.221549
-21.7723,0.923004,0.675461,2,7,0,23.034,0.78886,0.567359
-21.9876,0.866056,0.675461,2,7,0,22.9494,0.694102,0.352749
-22.0462,0.761173,0.675461,3,7,0,22.6361,1.14655,0.684442
-22.0462,0.338663,0.675461,2,3,0,23.6376,1.14655,0.684442
-21.9933,0.459314,0.675461,2,3,0,23.179,0.978631,0.420199
-22.4035,0.967306,0.675461,2,3,0,22.4759,1.03893,0.386745
-21.8497,0.816333,0.675461,2,3,0,23.3141,0.999229,0.461461
-22.7485,0.857736,0.675461,1,1,0,22.8055,1.22757,0.431715
-22.1316,1,0.675461,1,1,0,22.6444,1.09046,0.449515
-23.7579,0.505549,0.675461,2,3,0,27.278,0.423219,0.562114
-26.6881,0.705521,0.675461,1,3,0,26.9122,0.28479,0.656583
-24.1365,0.802143,0.675461,2,3,0,28.341,0.313612,0.285114
-24.9833,0.952164,0.675461,2,3,0,25.4644,0.642123,0.143203
-23.1927,1,0.675461,2,3,0,24.9184,0.597061,0.214664
-23.8505,0.917094,0.675461,2,7,0,24.7592,0.985844,0.881786
-21.695,0.518343,0.675461,2,7,0,23.0797,0.987864,0.520281
-21.8849,0.969604,0.675461,2,3,0,22.065,0.913279,0.648082
-22.6394,0.859039,0.675461,1,3,0,22.9009,0.703153,0.693078
-22.6619,0.907955,0.675461,1,3,0,23.9123,0.502519,0.48659
-23.1626,0.94173,0.675461,1,1,0,23.2693,0.483681,0.562058
-23.7034,0.945618,0.675461,1,1,0,23.8721,0.450722,0.598873
-24.8931,0.928257,0.675461,2,3,0,25.3903,1.70225,0.462678
-23.1958,1,0.675461,3,7,0,24.4513,0.672036,0.744153
-21.7782,1,0.675461,1,1,0,22.6887,0.789502,0.569935
-22.3635,0.916939,0.675461,1,3,0,22.4222,0.654779,0.614277
-22.3635,0.782816,0.675461,1,3,0,23.1777,0.654779,0.614277
-22.5761,0.995685,0.675461,2,7,0,22.6904,1.27193,0.47901
-22.4357,0.997856,0.675461,2,3,0,22.6489,0.812555,0.71641
-22.1788,1,0.675461,2,5,0,23.0041,0.631408,0.551292
-21.9622,0.993374,0.675461,2,7,0,22.2008,0.765199,0.361401
-22.0008,0.985583,0.675461,3,11,0,22.1982,1.09928,0.48217
-21.6439,0.996895,0.675461,2,3,0,22.1545,0.812006,0.486822
-22.0761,0.86468,0.675461,2,7,0,22.5901,1.14701,0.495546
-26.4385,0.705582,0.675461,2,4,1,26.8162,0.211444,0.144099
-25.223,0.717557,0.675461,2,7,0,27.9091,0.248211,0.25977
-24.9181,0.964779,0.675461,3,7,0,27.4791,0.382838,0.650274
-24.4725,0.920017,0.675461,2,3,0,25.7415,0.758964,0.180667
-24.4725,0.711588,0.675461,1,3,0,26.6238,0.758964,0.180667
-23.3973,0.8,0.675461,3,9,1,24.8683,0.41883,0.487846
-21.6496,0.92751,0.675461,2,5,0,23.7525,0.881267,0.550518
-22.177,0.975717,0.675461,2,7,0,22.1853,0.605968,0.328754
-23.1179,0.854952,0.675461,2,3,0,23.431,0.495189,0.571337
-22.3164,0.978399,0.675461,1,3,0,23.2827,0.5275,0.392191
-22.0878,1,0.675461,3,7,0,22.2855,0.585382,0.381287
-22.1601,0.915687,0.675461,2,5,0,22.8508,0.721572,0.624855
-22.0435,0.974353,0.675461,1,3,0,22.3703,0.83645,0.660202
-22.301,0.993246,0.675461,2,7,0,22.341,0.713602,0.304672
-24.9664,0.641808,0.675461,1,3,0,25.6507,0.78573,0.169619
-22.4337,0.948474,0.675461,2,3,0,24.5404,0.534606,0.481368
-21.8262,0.977857,0.675461,3,7,0,22.9501,0.672343,0.432108
-24.5838,0.473869,0.675461,2,7,0,25.1279,0.539241,0.142576
-23.7444,0.928805,0.675461,2,3,0,26.0942,0.363899,0.227004
-22.4908,0.801758,0.675461,3,9,1,25.0957,0.503992,0.429283
-21.9595,0.978011,0.675461,2,7,0,23.3441,1.11782,0.665171
-21.9595,0.5,0.675461,1,1,0,23.2017,1.11782,0.665171
-22.5932,0.836676,0.675461,2,5,0,22.9892,0.494744,0.304763
-22.8269,0.961096,0.675461,3,7,0,23.1107,0.447098,0.392536
-23.8671,0.989107,0.675461,2,7,0,23.9585,1.76562,0.798728
-23.2859,1,0.675461,1,1,0,23.9706,1.58578,0.787298
-23.2859,0.507144,0.675461,1,1,0,24.2623,1.58578,0.787298
-21.8458,0.77459,0.675461,2,3,0,23.9745,1.07728,0.515676
-21.8458,0.5,0.675461,0,1,1,25.4936,1.07728,0.515676
-21.8458,0.5,0.675461,0,1,1,25.3315,1.07728,0.515676
-21.7444,0.967271,0.675461,3,7,0,22.9912,1.04813,0.558833
-21.9931,0.930434,0.675461,2,3,0,22.4672,0.976748,0.682852
-22.1091,0.958761,0.675461,2,3,0,22.3991,1.08762,0.452125
-22.0513,0.924599,0.675461,1,3,0,22.6776,0.855795,0.366928
-21.6425,0.912105,0.675461,2,3,0,22.4373,0.89327,0.493453
-21.7919,0.930944,0.675461,2,3,0,22.0925,0.924863,0.441265
-22.0635,0.968208,0.675461,2,7,0,22.2508,1.12111,0.694839
-22.0635,0.5,0.675461,0,1,1,24.9928,1.12111,0.694839
-21.8828,0.451576,0.675461,2,3,0,23.4036,0.899948,0.410245
-22.609,0.992315,0.675461,2,3,0,22.6674,0.476103,0.341868
-22.0257,0.972067,0.675461,3,11,0,22.7298,0.828332,0.363425
-21.8016,1,0.675461,2,3,0,22.018,0.683366,0.441195
-22.4589,0.975309,0.675461,2,3,0,22.5032,0.544484,0.296125
-21.7855,0.967046,0.675461,2,3,0,22.8329,0.695902,0.473519
-22.9348,0.784738,0.675461,2,3,0,23.8596,1.22573,0.410574
-22.6496,0.52453,0.675461,2,3,0,26.3471,0.856287,0.758382
-22.7092,0.859564,0.675461,2,3,0,23.2471,0.873452,0.769881
-21.6555,1,0.675461,2,3,0,22.5682,0.917936,0.495506
-23.1841,0.854041,0.675461,2,3,0,23.705,1.48531,0.521724
-23.5461,0.830682,0.675461,2,3,0,24.2488,1.01313,0.865391
-22.7128,0.897202,0.675461,2,7,0,24.5609,0.536536,0.259399
-21.761,0.957659,0.675461,2,3,0,23.1188,0.70605,0.444535
-22.7008,0.70276,0.675461,1,3,0,23.6082,1.23719,0.442334
-21.9292,0.75,0.675461,1,3,0,23.8989,0.70383,0.365616
-21.9853,0.958606,0.675461,1,3,0,22.3229,0.635336,0.492361
-22.1054,0.991564,0.675461,3,15,0,22.2093,1.04797,0.70956
-23.7899,0.481154,0.675461,2,3,0,24.1372,1.45735,0.438201
-21.7792,0.75,0.675461,1,3,1,24.6005,0.723853,0.412019
-21.6498,0.982209,0.675461,1,3,0,22.3038,0.937835,0.518526
-22.6813,0.945247,0.675461,2,3,0,22.7515,1.39434,0.753053
-22.2486,0.445477,0.675461,2,3,0,23.6802,1.15492,0.464423
-22.4375,0.964369,0.675461,1,1,0,22.6596,1.14542,0.430249
-21.7993,1,0.675461,2,7,0,22.4268,0.873014,0.420208
-21.6794,0.995894,0.675461,1,3,0,21.8696,0.930739,0.486674
-21.6555,0.99813,0.675461,1,3,0,21.765,0.808513,0.468028
-24.5575,0.690143,0.675461,1,1,0,24.734,0.777189,0.887867
-21.767,0.875037,0.675461,2,3,0,24.3566,0.831171,0.417579
-21.767,0.630911,0.675461,1,3,0,23.8041,0.831171,0.417579
-21.767,0.963236,0.675461,1,3,0,21.9506,0.831171,0.417579
-21.7452,0.943631,0.675461,2,3,0,22.1803,0.902636,0.446091
-22.1847,0.901689,0.675461,2,3,0,22.7578,1.26598,0.569518
-22.4086,0.97654,0.675461,3,7,0,22.5512,0.515971,0.423835
-22.0916,0.998089,0.675461,2,5,0,22.5047,0.916198,0.380169
-22.821,0.740018,0.675461,1,3,1,25.2537,0.474616,0.271657
-22.7347,0.977184,0.675461,2,3,0,23.2765,0.74177,0.26758
-22.3726,0.996166,0.675461,2,3,0,23.0025,0.75893,0.683815
-22.86,0.901783,0.675461,1,3,0,24.521,0.473172,0.479893
-22.7022,0.983954,0.675461,3,7,0,23.0108,1.20902,0.428081
-21.9442,0.75,0.675461,1,3,1,24.0762,0.64147,0.38341
-22.2542,0.912924,0.675461,1,3,0,22.768,0.942779,0.367848
-22.2867,1,0.675461,2,3,0,22.6458,0.537566,0.359736
-21.6981,0.956596,0.675461,2,3,0,22.7288,0.773734,0.441726
-22.9891,0.855157,0.675461,2,3,0,23.2414,1.17309,0.382557
-21.951,1,0.675461,1,1,0,22.6477,0.984981,0.43108
-21.9357,1,0.675461,2,3,0,21.9759,0.806864,0.624442
-21.9834,0.971375,0.675461,2,3,0,22.2545,0.731122,0.353852
-22.1489,0.926564,0.675461,1,3,0,22.806,0.637576,0.55035
-22.1489,0.5,0.675461,0,1,1,25.9898,0.637576,0.55035
-22.8397,0.914491,0.675461,1,1,0,22.8703,0.578108,0.625609
-24.0891,0.920278,0.675461,2,7,0,24.6203,1.66847,0.519343
-22.3127,0.689216,0.675461,1,3,1,26.0543,0.684764,0.628479
-22.2057,0.646308,0.675461,2,3,0,23.8361,0.764993,0.324437
-22.134,0.873931,0.675461,1,3,0,22.7349,0.957197,0.388987
-21.9854,1,0.675461,2,3,0,22.1243,0.81213,0.638181
-22.0117,0.954745,0.675461,3,7,0,22.6961,0.625991,0.488729
-22.0288,0.984302,0.675461,3,7,0,22.2469,1.17366,0.531302
-22.5463,0.919751,0.675461,3,7,0,22.6658,1.23718,0.463309
-22.4669,0.974236,0.675461,2,3,0,22.9334,1.34895,0.559162
-21.7394,1,0.675461,2,3,0,22.3866,0.720017,0.473819
-22.0235,0.985243,0.675461,2,3,0,22.1335,0.670101,0.347248
-22.0755,0.996818,0.675461,3,7,0,22.3628,0.599117,0.365095
-22.4373,0.988293,0.675461,3,7,0,22.5418,0.50508,0.357899
-24.2102,0.843859,0.675461,2,3,0,24.5656,0.361251,0.509042
-23.7783,0.958465,0.675461,2,3,0,24.6466,0.816493,0.221452
-22.0025,1,0.675461,1,3,0,24.4905,0.905932,0.390365
-22.2085,0.984155,0.675461,3,7,0,22.2222,0.856901,0.697052
-21.6966,0.994672,0.675461,2,3,0,22.1773,0.971664,0.503937
-22.9393,0.917586,0.675461,3,7,0,23.8669,0.538779,0.234309
-23.581,0.77615,0.675461,3,9,1,24.8083,0.372384,0.403217
-25.0818,0.876433,0.675461,2,5,0,26.1989,1.50429,0.368804
-27.267,0.642087,0.675461,2,3,0,29.2443,0.217781,0.528577
-23.1921,1,0.675461,2,3,0,26.7843,1.03785,0.316403
-21.9138,1,0.675461,1,3,0,22.9316,0.739581,0.368694
-23.5287,0.604968,0.675461,2,3,0,26.0553,0.377317,0.404947
-23.1474,1,0.675461,2,3,0,23.6402,0.424067,0.439366
-21.7209,0.966501,0.675461,2,7,0,23.4937,1.02749,0.569087
-21.8501,0.96304,0.675461,2,3,0,22.056,1.08283,0.63347
-23.96,0.289593,0.675461,2,3,0,24.755,0.911649,0.879332
-21.8854,1,0.675461,1,1,0,22.8843,0.903414,0.646004
-21.8854,0.5,0.675461,1,1,0,25.0021,0.903414,0.646004
-21.9054,0.759314,0.675461,2,7,0,23.0617,0.645846,0.464956
-21.769,1,0.675461,3,7,0,21.9064,0.758863,0.409507
-21.7322,1,0.675461,2,3,0,21.7893,0.723617,0.452865
-21.7432,0.980046,0.675461,2,5,0,21.9035,0.985847,0.608775
-21.7037,1,0.675461,2,3,0,21.7699,1.01248,0.551879
