# stan_version_major = 2
# stan_version_minor = 9
# stan_version_patch = 0
# model = gauss_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 3
# data
#   file = gauss_3.data.R
# init = 2 (Default)
# random
#   seed = 1244945199
# output
#   file = gauss_samples_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,n_divergent__,s,m
-4.54283,0.686475,0.618411,3,7,0,0.727773,1.31325
-5.66219,0.717534,0.618411,3,5,0,3.24917,1.94692
-5.55737,1,0.618411,1,1,0,3.20033,1.83615
-5.09843,0.992555,0.618411,2,3,0,2.06777,2.06163
-4.19741,0.972709,0.618411,2,3,0,1.59665,1.21611
-4.9207,0.88247,0.618411,3,7,0,1.60791,2.04452
-4.04888,0.963951,0.618411,2,3,0,1.14416,1.08528
-4.04888,0.833443,0.618411,3,7,0,1.14416,1.08528
-4.08463,0.996278,0.618411,2,3,0,1.32372,1.0395
-4.31544,0.920404,0.618411,2,3,0,0.819578,1.03954
-4.31185,0.840328,0.618411,2,3,0,1.73285,1.35664
-4.55295,0.862902,0.618411,3,7,0,0.764844,0.887844
-5.25138,0.895996,0.618411,3,5,0,2.97223,0.807901
-6.53995,0.987807,0.618411,3,5,0,3.29874,-0.406049
-6.53995,0.876967,0.618411,3,7,0,3.29874,-0.406049
-6.50309,1,0.618411,1,1,0,3.4999,-0.323582
-6.42797,0.990085,0.618411,3,7,0,4.58046,0.36549
-6.27201,0.965454,0.618411,3,7,0,4.66933,1.05569
-6.03789,0.99833,0.618411,3,7,0,4.20105,1.51062
-5.05854,0.959213,0.618411,3,7,0,1.12842,2.04137
-4.0861,0.998237,0.618411,3,7,0,1.27005,0.996234
-4.17097,0.992346,0.618411,3,7,0,1.42448,1.41721
-6.71915,0.798629,0.618411,3,7,0,4.61228,2.38571
-6.98222,0.999986,0.618411,3,7,0,4.92311,2.53923
-7.00187,1,0.618411,1,1,0,4.88414,2.5816
-11.5032,0.629269,0.618411,3,7,0,25.45,0.675026
-8.1499,0.750831,0.618411,3,7,0,7.4509,-0.519967
-9.13889,1,0.618411,2,3,0,8.10296,-1.49571
-8.7588,0.984567,0.618411,2,3,0,8.39682,-0.982376
-5.13194,0.822024,0.618411,3,5,0,2.3371,0.363937
-6.50338,0.865347,0.618411,3,5,0,4.85289,0.509607
-6.10464,0.990589,0.618411,3,7,0,4.34595,0.910164
-4.86127,0.991913,0.618411,2,3,0,2.45556,0.868973
-5.27695,0.984651,0.618411,2,3,0,2.98437,0.763124
-5.34202,0.998973,0.618411,1,1,0,3.01797,0.669271
-5.84199,0.963515,0.618411,3,7,0,1.19098,-0.029384
-4.70987,1,0.618411,3,7,0,2.29417,0.976282
-4.04337,0.951105,0.618411,2,3,0,1.21338,1.13582
-4.15916,0.979841,0.618411,2,3,0,1.39231,0.915411
-4.65799,0.927144,0.618411,3,7,0,1.78953,0.530376
-4.34629,0.91763,0.618411,2,3,0,1.66339,1.51666
-4.08275,0.986864,0.618411,2,3,0,1.36772,1.13308
-4.94089,0.803949,0.618411,3,7,0,1.1273,0.344573
-4.6006,0.978395,0.618411,2,3,0,1.91649,0.669789
-4.69735,0.998268,0.618411,2,3,0,2.15011,0.753826
-4.69735,0.896037,0.618411,2,3,0,2.15011,0.753826
-6.76677,0.816789,0.618411,2,3,0,5.52752,0.76422
-5.07401,0.998115,0.618411,2,3,0,1.79808,0.218774
-4.45552,0.942936,0.618411,2,3,0,0.947484,0.706888
-4.34602,1,0.618411,2,3,0,1.12078,1.64298
-4.0684,1,0.618411,2,3,0,1.32049,1.11442
-5.74253,0.892451,0.618411,2,3,0,0.547373,0.788528
-4.60631,1,0.618411,1,1,0,0.765567,0.841194
-4.53027,1,0.618411,2,3,0,0.869286,1.59946
-5.02053,0.86414,0.618411,1,1,0,0.905394,1.88647
-5.02053,0.621806,0.618411,1,1,0,0.905394,1.88647
-6.39916,0.762246,0.618411,3,7,0,0.642572,1.99261
-5.22805,1,0.618411,3,7,0,0.946965,2.00255
-5.22805,0.187603,0.618411,2,3,0,0.946965,2.00255
-4.46783,1,0.618411,1,1,0,0.966061,1.64944
-6.13111,0.806416,0.618411,2,3,0,0.973554,2.3147
-4.07734,0.671775,0.618411,3,7,0,1.31633,1.27474
-4.0731,0.986711,0.618411,2,3,0,1.02416,1.20831
-4.05339,0.998789,0.618411,3,7,0,1.13973,1.06767
-4.7026,0.870932,0.618411,2,3,0,1.33956,0.415914
-4.7026,0.812052,0.618411,2,3,0,1.33956,0.415914
-4.72413,0.987855,0.618411,1,1,0,1.28371,0.409949
-5.26435,0.915809,0.618411,1,1,0,1.33888,0.134696
-5.95503,0.819862,0.618411,3,7,0,2.99915,2.39073
-5.30025,0.946475,0.618411,2,3,0,1.2716,2.19529
-4.31499,1,0.618411,3,7,0,1.67443,1.45055
-4.95362,0.967536,0.618411,2,3,0,2.63733,1.02662
-4.23797,0.969181,0.618411,3,7,0,1.12141,1.54914
-4.31864,0.960111,0.618411,2,3,0,1.18383,1.63569
-4.20005,0.968045,0.618411,2,3,0,0.885118,1.25706
-4.36183,0.969924,0.618411,1,1,0,0.797773,1.30147
-4.36183,0.816694,0.618411,3,7,0,0.797773,1.30147
-4.08092,0.993343,0.618411,3,7,0,1.27186,1.01061
-4.34294,0.973813,0.618411,2,3,0,0.836001,0.948352
-5.04018,0.883462,0.618411,2,3,0,0.933931,1.91823
-6.02403,0.914184,0.618411,2,3,0,0.943231,2.25957
-5.55715,1,0.618411,1,1,0,0.809114,1.9884
-4.36218,1,0.618411,2,3,0,1.14532,0.67078
-4.13532,0.965377,0.618411,2,3,0,1.03071,1.38247
-6.0876,0.819847,0.618411,3,5,0,4.07476,1.84353
-6.14982,0.996172,0.618411,1,1,0,4.23209,1.78505
-5.04117,0.99104,0.618411,3,7,0,2.69541,0.849941
-4.89374,0.980173,0.618411,3,7,0,2.19887,0.527239
-4.18873,0.979653,0.618411,2,3,0,1.51907,1.36111
-4.09621,0.969778,0.618411,2,3,0,0.979732,1.16012
-4.08845,0.950369,0.618411,3,7,0,1.006,1.2423
-5.06576,0.766021,0.618411,2,3,0,1.01048,0.350725
-4.5405,1,0.618411,1,1,0,1.00646,0.610603
-6.66524,0.708863,0.618411,2,3,0,1.48194,2.74863
-8.79167,0.284329,0.618411,3,7,0,8.51147,-0.98641
-5.28491,0.826672,0.618411,3,5,0,3.05716,0.88822
-4.0517,0.973653,0.618411,2,3,0,1.09067,1.22095
-4.83331,0.761839,0.618411,2,3,0,2.09035,1.81242
-4.28575,0.966982,0.618411,3,7,0,0.957964,0.833752
-5.11394,0.882449,0.618411,2,3,0,1.01851,2.00726
-4.65281,1,0.618411,2,3,0,1.43863,1.88735
-4.84545,0.988627,0.618411,3,7,0,1.71704,1.97812
-5.3914,0.873457,0.618411,3,7,0,1.22294,2.21503
-6.88351,0.74746,0.618411,3,7,0,5.22437,0.118816
-6.14708,0.958704,0.618411,3,7,0,0.706483,0.303098
-5.26436,1,0.618411,2,3,0,1.23858,0.16352
-5.75924,0.951487,0.618411,3,7,0,2.96656,2.23479
-4.2338,0.954488,0.618411,2,3,0,1.22587,1.56078
-4.12879,0.995845,0.618411,3,7,0,1.12889,0.910271
-4.88757,0.814715,0.618411,2,3,0,1.06564,1.93606
-4.88757,0.847383,0.618411,1,1,0,1.06564,1.93606
-4.53853,1,0.618411,3,7,0,1.1324,1.77947
-4.55105,0.882875,0.618411,2,3,0,0.714947,1.08473
-4.06455,0.887587,0.618411,2,3,0,1.30861,1.11716
-5.19719,0.69824,0.618411,3,7,0,1.93965,0.16674
-4.79821,1,0.618411,2,3,0,2.3765,0.884359
-4.82962,1,0.618411,1,1,0,2.29314,0.697129
-5.13579,0.979673,0.618411,2,3,0,0.618028,1.46293
-5.13579,0.182481,0.618411,3,7,0,0.618028,1.46293
-5.13579,0.633144,0.618411,1,1,0,0.618028,1.46293
-5.13579,0.82323,0.618411,3,7,0,0.618028,1.46293
-4.59367,1,0.618411,1,1,0,0.726973,1.37874
-4.48454,0.979124,0.618411,2,3,0,0.822418,0.832407
-4.48442,0.98724,0.618411,2,3,0,0.777748,1.40974
-5.16977,0.814002,0.618411,3,7,0,2.29196,0.305589
-4.07364,0.87144,0.618411,2,3,0,1.34589,1.17052
-5.45295,0.811714,0.618411,2,3,0,2.12302,0.0413907
-5.44971,0.976006,0.618411,2,3,0,2.88541,0.375129
-4.89884,0.955107,0.618411,2,3,0,2.55122,1.35246
-5.21106,0.987222,0.618411,2,3,0,2.91529,1.52348
-4.10356,0.999985,0.618411,3,7,0,1.04895,0.992232
-4.08613,0.99587,0.618411,2,3,0,1.2209,0.979496
-4.18406,0.974269,0.618411,2,3,0,1.57745,1.15352
-4.38368,0.983527,0.618411,3,7,0,1.87398,1.25667
-5.07207,0.812456,0.618411,2,3,0,0.613572,0.939057
-5.5972,0.816663,0.618411,2,3,0,0.74304,0.414772
-4.97528,1,0.618411,3,7,0,2.37776,1.76576
-4.13176,0.852559,0.618411,2,3,0,1.08943,0.919915
-4.61827,0.852265,0.618411,3,7,0,1.90647,1.69312
-4.90673,0.922985,0.618411,2,3,0,0.780534,0.635361
-4.54152,0.567677,0.618411,2,3,0,1.53534,0.541919
-4.42761,0.996327,0.618411,3,7,0,0.959716,1.61687
-4.46496,0.920642,0.618411,3,7,0,1.94791,1.38
-4.54774,0.943914,0.618411,3,7,0,1.16732,1.79555
-6.30152,0.854576,0.618411,3,7,0,4.13055,2.14631
-6.49113,0.994037,0.618411,1,1,0,4.50778,2.13957
-6.8487,0.947866,0.618411,3,7,0,5.57415,0.549008
-4.51862,0.954245,0.618411,3,5,0,2.0684,1.13434
-4.27985,0.987696,0.618411,2,3,0,1.73071,1.13917
-4.6425,0.977504,0.618411,2,3,0,1.02028,0.543974
-4.93605,0.972455,0.618411,2,3,0,1.0095,1.92658
-4.93605,0.653444,0.618411,2,3,0,1.0095,1.92658
-5.92869,0.902153,0.618411,3,7,0,3.04818,-0.0159095
-6.12559,0.988436,0.618411,2,3,0,2.99082,-0.192045
-5.94981,1,0.618411,1,1,0,2.85142,-0.104786
-6.15892,0.994215,0.618411,1,1,0,2.90076,-0.240434
-4.13619,0.972697,0.618411,3,5,0,1.20813,1.44263
-4.23161,0.922112,0.618411,2,3,0,1.51072,0.874681
-4.50962,0.983567,0.618411,3,7,0,1.93616,0.829318
-4.23211,0.989265,0.618411,3,7,0,1.63804,1.28133
-4.2545,0.994829,0.618411,2,3,0,1.23398,1.58188
-5.00414,0.925524,0.618411,2,3,0,2.44621,0.589879
-5.73788,0.950598,0.618411,3,7,0,0.50064,1.19932
-4.35911,0.396346,0.618411,2,3,0,1.4794,0.692196
-4.35911,0.778365,0.618411,2,3,0,1.4794,0.692196
-4.45588,0.995633,0.618411,3,7,0,1.65619,0.66873
-5.26096,0.976275,0.618411,3,7,0,2.58105,0.379355
-5.86009,0.945894,0.618411,2,3,0,3.95798,0.978998
-4.4318,0.999721,0.618411,3,7,0,0.923468,0.745057
-4.28681,1,0.618411,1,1,0,0.956908,0.833726
-4.28681,0.750953,0.618411,3,5,0,0.956908,0.833726
-4.07733,0.997834,0.618411,2,3,0,1.01081,1.17128
-4.07381,1,0.618411,2,3,0,1.02706,1.11049
-4.07381,0.786862,0.618411,2,3,0,1.02706,1.11049
-4.83436,0.876515,0.618411,2,3,0,1.02675,0.443029
-5.37369,0.92376,0.618411,2,3,0,0.622584,1.61002
-7.02192,0.67902,0.618411,1,1,0,0.406476,1.3522
-5.27424,1,0.618411,1,1,0,0.558815,1.20474
-8.03857,0.680331,0.618411,2,3,0,0.387502,0.706661
-5.46533,0.809789,0.618411,2,3,0,0.793564,0.393807
-4.89106,1,0.618411,3,7,0,2.30705,1.71464
-4.46484,0.98485,0.618411,3,7,0,1.89818,1.46541
-4.14291,1,0.618411,2,3,0,1.39769,1.38153
-4.9579,0.889315,0.618411,2,3,0,2.55143,1.5337
-4.25982,0.969763,0.618411,3,5,0,0.834637,1.1751
-4.32578,0.996138,0.618411,2,3,0,0.799643,1.13485
-4.22956,0.821566,0.618411,3,5,0,1.65306,1.1813
-4.08834,0.973025,0.618411,2,3,0,1.05995,1.31747
-4.04936,0.987802,0.618411,2,3,0,1.25671,1.14854
-4.11625,0.985868,0.618411,2,3,0,1.29546,1.39083
-6.18203,0.796253,0.618411,2,3,0,1.18395,2.46697
-4.64908,1,0.618411,2,3,0,2.02559,1.63539
-4.05379,0.977726,0.618411,2,3,0,1.22964,1.25495
-4.21853,0.974683,0.618411,2,3,0,0.869,1.08652
-4.31838,0.978559,0.618411,1,1,0,0.827713,1.00576
-6.18937,0.738104,0.618411,2,3,0,0.724281,0.26584
-5.42235,1,0.618411,2,3,0,0.887882,2.02325
-4.37698,0.936388,0.618411,3,7,0,1.32263,0.642987
-4.13001,0.954084,0.618411,2,3,0,1.06041,1.3954
-4.80108,0.908948,0.618411,3,7,0,1.89214,0.446589
-4.21105,0.992882,0.618411,2,3,0,1.56573,0.978625
-4.05592,0.960136,0.618411,3,7,0,1.10942,1.26045
-4.05592,0.889723,0.618411,2,3,0,1.10942,1.26045
-4.93368,0.826956,0.618411,2,3,0,1.24895,2.02567
-4.84272,0.978253,0.618411,3,7,0,0.828183,1.72868
-4.89479,0.996029,0.618411,2,3,0,0.876705,0.528066
-5.24277,0.94832,0.618411,2,3,0,1.65237,0.109871
-4.68507,0.987622,0.618411,2,3,0,1.02948,1.81739
-4.95553,0.969094,0.618411,3,7,0,1.59234,0.266713
-4.79729,0.888868,0.618411,2,3,0,0.645904,1.21428
-5.27536,0.856622,0.618411,3,7,0,0.742041,1.80231
-5.3202,0.997255,0.618411,2,3,0,0.978886,0.273115
-5.14412,1,0.618411,1,1,0,0.928101,0.37787
-5.82381,0.928663,0.618411,2,3,0,0.628937,1.79926
-4.66347,1,0.618411,2,3,0,0.683748,1.06636
-4.66347,0.773084,0.618411,2,3,0,0.683748,1.06636
-4.15387,0.965009,0.618411,3,7,0,1.49091,1.03593
-4.31124,0.982191,0.618411,2,3,0,1.74291,1.33357
-4.24658,0.924565,0.618411,3,7,0,1.13098,1.56015
-4.045,0.993166,0.618411,2,3,0,1.10667,1.14736
-4.8038,0.802739,0.618411,3,7,0,2.07394,0.542418
-4.43628,0.921911,0.618411,2,3,0,1.65845,1.64106
-4.28355,0.938748,0.618411,2,3,0,1.3807,0.740793
-4.51215,0.977281,0.618411,2,3,0,2.00751,0.938241
-8.73296,0.591787,0.618411,3,7,0,0.419616,1.92234
-8.73296,0.189448,0.618411,3,7,0,0.419616,1.92234
-5.2636,0.394556,0.618411,3,7,0,0.908403,0.348713
-4.23299,1,0.618411,2,3,0,1.65346,1.22765
-4.09548,0.995768,0.618411,3,7,0,0.983958,1.12887
-4.05303,0.96319,0.618411,2,3,0,1.07057,1.17829
-4.55961,0.928878,0.618411,2,3,0,1.25726,1.82082
-4.26218,0.951235,0.618411,2,3,0,0.841995,1.25694
-4.39934,0.875473,0.618411,2,3,0,1.60479,1.62855
-4.15131,0.990005,0.618411,3,5,0,0.949274,1.0244
-4.09422,0.957897,0.618411,2,3,0,1.00274,1.25796
-4.15981,0.907154,0.618411,2,3,0,1.37987,0.906415
-4.19262,0.988201,0.618411,2,3,0,1.10139,0.837932
-4.77832,0.754709,0.618411,2,3,0,1.32796,1.95986
-4.17751,1,0.618411,2,3,0,0.961656,1.37577
-4.10177,0.962365,0.618411,2,3,0,1.14327,0.950133
-4.24308,0.971166,0.618411,2,3,0,1.05917,0.803613
-5.86805,0.874947,0.618411,2,3,0,0.510596,1.44248
-4.9238,1,0.618411,1,1,0,0.620309,1.09494
-4.23357,0.967201,0.618411,2,3,0,0.887029,1.3382
-4.24542,0.947953,0.618411,3,7,0,1.67674,1.13063
-7.86265,0.73189,0.618411,2,3,0,2.0691,3.31447
-7.84435,0.920833,0.618411,3,7,0,8.11218,0.889502
-5.3508,1,0.618411,2,3,0,3.1684,1.3998
-5.578,0.988602,0.618411,2,3,0,3.53638,1.24297
