# stan_version_major = 2
# stan_version_minor = 9
# stan_version_patch = 0
# model = gauss_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 4
# data
#   file = gauss_4.data.R
# init = 2 (Default)
# random
#   seed = 1244945203
# output
#   file = gauss_samples_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,n_divergent__,s,m
-6.49997,1,0.725694,1,1,0,4.49036,0.166964
-5.90541,0.979947,0.725694,3,7,0,0.52405,1.52868
-5.34875,0.964914,0.725694,3,7,0,3.02009,0.658635
-4.96438,0.982619,0.725694,3,7,0,1.96053,0.338025
-7.1058,0.81987,0.725694,3,5,0,2.41213,-0.769501
-6.52815,1,0.725694,2,3,0,4.06894,-0.122612
-5.16719,0.998572,0.725694,2,3,0,2.52713,0.447965
-7.83759,0.878085,0.725694,2,3,0,3.84336,-1.13241
-8.03955,1,0.725694,2,3,0,4.29778,-1.21882
-5.21287,0.648637,0.725694,3,7,0,2.24595,2.08467
-4.20748,0.953645,0.725694,3,7,0,1.34182,1.51451
-5.40274,0.829515,0.725694,2,3,0,2.8384,1.93601
-5.38347,1,0.725694,1,1,0,2.6352,2.04844
-4.46135,0.959549,0.725694,2,3,0,1.93085,0.929482
-4.07824,0.995481,0.725694,2,3,0,1.35685,1.19242
-4.05911,0.991592,0.725694,3,7,0,1.07148,1.23501
-5.59948,0.831384,0.725694,2,3,0,1.25609,0.0271531
-6.4455,0.944911,0.725694,2,3,0,1.15101,2.52532
-5.18228,1,0.725694,1,1,0,1.58008,2.1914
-5.46151,0.995133,0.725694,3,7,0,1.01421,0.198614
-4.87065,1,0.725694,1,1,0,1.21007,0.348978
-7.77647,0.580386,0.725694,3,7,0,7.61076,0.334526
-4.92085,0.975456,0.725694,2,3,0,2.38439,0.651402
-5.00567,0.990876,0.725694,2,3,0,2.71222,1.04678
-5.49264,0.929661,0.725694,2,3,0,3.19476,0.602923
-5.10645,0.996739,0.725694,2,3,0,1.63378,0.182651
-5.95588,0.996732,0.725694,3,7,0,2.85127,-0.109361
-4.84464,0.822687,0.725694,2,3,0,2.47999,0.988323
-5.61767,0.943988,0.725694,2,3,0,2.91366,0.207846
-7.2274,0.960018,0.725694,3,5,0,5.27351,-0.325892
-6.88692,1,0.725694,1,1,0,4.74675,-0.182923
-6.68496,1,0.725694,1,1,0,4.31657,-0.169468
-5.9347,0.990878,0.725694,3,7,0,0.51114,1.48367
-5.76322,1,0.725694,3,7,0,3.64594,0.636598
-6.12201,0.972869,0.725694,1,1,0,4.33426,0.79826
-6.7116,0.986628,0.725694,2,3,0,5.49428,1.30765
-5.97964,1,0.725694,2,3,0,4.17162,1.23623
-6.288,0.985317,0.725694,1,1,0,4.69963,1.0707
-6.61248,0.868067,0.725694,3,7,0,0.891751,2.3697
-5.10595,1,0.725694,2,3,0,1.05535,0.30789
-5.10595,0.271577,0.725694,1,1,0,1.05535,0.30789
-5.52586,0.122392,0.725694,2,3,0,3.42861,1.39272
-7.11524,0.687266,0.725694,2,3,0,6.15746,0.557971
-8.81326,0.908264,0.725694,2,3,0,1.02411,-0.632785
-6.32572,1,0.725694,1,1,0,2.05774,-0.411575
-6.54059,0.831466,0.725694,1,1,0,1.50207,-0.383001
-5.27025,0.990912,0.725694,3,7,0,1.35304,2.20451
-4.64388,1,0.725694,2,3,0,2.12831,1.50704
-4.25569,0.965978,0.725694,2,3,0,0.942282,1.45279
-4.1688,0.940127,0.725694,2,3,0,1.51934,1.29891
-4.22155,0.952901,0.725694,2,3,0,0.86655,1.08804
-4.09003,0.881086,0.725694,3,7,0,1.17457,1.36537
-4.11303,0.973091,0.725694,2,3,0,1.41893,1.06648
-5.33454,0.793217,0.725694,2,3,0,1.54339,2.26383
-5.75296,0.816582,0.725694,3,7,0,0.514339,0.946772
-5.24918,0.983593,0.725694,3,7,0,2.84819,1.70413
-4.81576,0.997878,0.725694,2,3,0,2.17515,1.72975
-5.56284,0.955892,0.725694,2,3,0,0.524014,1.27282
-5.56284,0.442609,0.725694,3,5,0,0.524014,1.27282
-6.84052,0.715058,0.725694,3,7,0,5.76353,1.08792
-7.88768,0.85173,0.725694,3,5,0,7.46139,2.40105
-7.39471,1,0.725694,2,3,0,6.40943,2.21138
-6.02654,0.964494,0.725694,2,3,0,4.17077,1.53636
-6.42957,0.989655,0.725694,2,3,0,4.55181,1.99874
-6.40742,0.985028,0.725694,1,1,0,4.73534,1.73529
-8.10471,0.952105,0.725694,3,7,0,7.89752,2.53331
-7.87929,0.994819,0.725694,1,1,0,7.51324,2.34558
-7.48391,0.984146,0.725694,3,7,0,6.71669,2.13612
-6.78643,1,0.725694,1,1,0,5.17667,2.08256
-5.90877,1,0.725694,2,3,0,3.87139,1.71472
-4.49647,1,0.725694,3,7,0,1.01548,1.70092
-5.67582,0.76013,0.725694,3,7,0,0.609141,0.630706
-4.66324,1,0.725694,1,1,0,0.702531,0.965215
-4.47858,0.982022,0.725694,3,7,0,1.35121,1.76926
-5.50528,0.828183,0.725694,2,3,0,3.04777,1.90054
-4.41241,0.983049,0.725694,3,7,0,1.53738,0.659362
-4.4857,0.885719,0.725694,2,3,0,1.91989,1.47835
-5.37416,0.967883,0.725694,2,3,0,2.43529,2.13889
-6.50477,0.883563,0.725694,3,7,0,2.99489,-0.445751
-9.10843,0.82175,0.725694,2,3,0,3.05432,-1.63816
-9.5591,0.657673,0.725694,1,1,0,2.1076,-1.48711
-9.41124,1,0.725694,2,3,0,2.89855,-1.70843
-8.37406,0.875015,0.725694,3,7,0,1.63175,-0.96008
-5.69083,1,0.725694,3,7,0,3.68363,1.38081
-5.84215,0.974225,0.725694,3,7,0,3.934,1.33173
-6.16221,0.986181,0.725694,2,3,0,3.89224,0.204651
-6.67944,0.967216,0.725694,3,7,0,4.83542,0.152455
-6.94753,0.962592,0.725694,3,7,0,0.452901,1.62767
-6.94753,0.647838,0.725694,1,1,0,0.452901,1.62767
-8.02817,0.538921,0.725694,3,5,0,7.12795,-0.495254
-5.71068,0.974615,0.725694,3,7,0,0.503943,1.12017
-5.70883,0.868261,0.725694,3,7,0,3.52089,0.586112
-5.58671,0.984907,0.725694,2,3,0,3.51473,0.921934
-4.13971,0.972207,0.725694,2,3,0,1.43682,1.33412
-4.05891,0.99293,0.725694,3,7,0,1.0992,1.26445
-4.04297,0.970583,0.725694,2,3,0,1.203,1.20483
-4.44751,0.913815,0.725694,2,3,0,1.85326,1.49048
-5.0646,0.960526,0.725694,3,7,0,1.20248,2.07247
-4.80247,0.800207,0.725694,2,3,0,1.61659,1.96776
-4.76469,0.973362,0.725694,1,1,0,1.31257,1.95031
-5.39882,0.929331,0.725694,3,7,0,1.17428,2.1982
-4.72859,1,0.725694,1,1,0,1.1651,1.89825
-4.08854,1,0.725694,2,3,0,1.05404,1.02063
-4.4782,0.8849,0.725694,3,7,0,0.807263,0.864793
-4.83819,0.936942,0.725694,2,3,0,1.11649,1.93603
-4.18327,0.664644,0.725694,2,3,0,0.902382,1.06343
-4.63418,0.898343,0.725694,2,3,0,1.38652,0.456661
-4.68637,0.91523,0.725694,2,3,0,2.24086,1.41156
-4.05457,0.971694,0.725694,3,7,0,1.24669,1.24568
-4.21032,0.968435,0.725694,2,3,0,1.61364,1.09269
-4.24196,0.944738,0.725694,2,3,0,0.849294,1.10951
-4.18815,0.929051,0.725694,2,3,0,1.52648,0.984019
-4.30737,0.986616,0.725694,3,7,0,0.808826,1.19509
-4.31915,0.999487,0.725694,3,7,0,0.811934,1.26857
-4.19917,0.999421,0.725694,3,7,0,1.57144,1.02656
-4.80472,0.948289,0.725694,3,7,0,0.649261,1.27526
-4.80472,0.335073,0.725694,1,1,0,0.649261,1.27526
-4.80472,0.543231,0.725694,3,7,0,0.649261,1.27526
-4.21213,1,0.725694,3,7,0,1.60555,1.05461
-4.61487,0.970679,0.725694,2,3,0,1.73307,0.545351
-4.43449,0.990913,0.725694,2,3,0,1.89783,0.940508
-4.25892,0.956942,0.725694,2,3,0,1.00452,0.821232
-4.60259,0.943755,0.725694,2,3,0,1.72577,0.553644
-4.07236,0.967469,0.725694,2,3,0,1.02187,1.18842
-4.07997,0.98237,0.725694,2,3,0,1.35101,1.23073
-4.51983,0.913226,0.725694,2,3,0,1.85437,0.726934
-4.21403,0.970705,0.725694,2,3,0,1.07018,0.827669
-4.34274,0.977664,0.725694,3,7,0,1.05257,1.6131
-5.87083,0.905621,0.725694,3,7,0,3.41106,2.09523
-6.19029,0.97391,0.725694,1,1,0,4.09691,2.00576
-5.90055,1,0.725694,1,1,0,3.53445,2.04352
-6.57558,0.965136,0.725694,2,3,0,1.56988,2.75023
-4.82144,0.990877,0.725694,3,7,0,2.38285,0.83615
-12.3138,0.811094,0.725694,3,5,0,28.87,-1.61678
-7.63629,0.99827,0.725694,3,7,0,6.87193,0.00211828
-5.80348,0.995619,0.725694,3,7,0,3.43007,1.99354
-5.09397,0.991719,0.725694,2,3,0,1.10035,2.0436
-5.09397,0.341457,0.725694,2,3,0,1.10035,2.0436
-4.82086,0.998727,0.725694,3,7,0,2.01009,1.84741
-6.8069,0.888017,0.725694,2,3,0,3.10725,2.94385
-6.60208,0.956651,0.725694,2,3,0,3.96486,2.57564
-6.06926,0.966871,0.725694,3,7,0,4.1962,1.62936
-8.03362,0.966494,0.725694,2,3,0,2.22792,3.41291
-7.51839,1,0.725694,1,1,0,2.81754,3.30909
-8.79043,0.988381,0.725694,2,3,0,3.48404,3.91406
-6.5777,0.847696,0.725694,3,5,0,3.8955,2.58087
-6.89163,0.994221,0.725694,1,1,0,4.39295,2.68011
-7.74767,0.929574,0.725694,2,3,0,7.48809,2.04847
-5.57423,0.999032,0.725694,2,3,0,3.52603,1.28107
-4.25906,0.984691,0.725694,2,3,0,1.65225,1.34905
-4.7288,0.96931,0.725694,2,3,0,1.94605,1.79077
-4.30962,0.986717,0.725694,2,3,0,1.34604,1.6268
-4.11053,0.998797,0.725694,3,7,0,1.19042,0.930477
-4.61714,0.878477,0.725694,3,7,0,0.819824,0.740866
-5.08793,0.876918,0.725694,1,1,0,0.605588,0.965116
-4.1365,0.99311,0.725694,2,3,0,1.38592,0.956236
-4.92237,0.885014,0.725694,2,3,0,1.83359,0.329425
-4.39373,0.916365,0.725694,3,7,0,1.14021,1.68488
-5.36671,0.690653,0.725694,2,3,0,3.14004,1.52541
-5.32023,0.98805,0.725694,3,7,0,2.64993,0.359889
-5.06518,0.924864,0.725694,2,3,0,2.59435,1.68371
-4.21966,1,0.725694,2,3,0,1.53025,1.41864
-4.08803,0.992754,0.725694,2,3,0,1.06651,1.32208
-5.00069,0.892678,0.725694,2,3,0,1.80545,2.06548
-6.33812,0.944656,0.725694,2,3,0,3.19183,2.62301
-5.2965,0.906773,0.725694,2,3,0,2.37985,2.09747
-5.08106,0.995497,0.725694,2,3,0,2.56436,1.74069
-4.20693,0.934805,0.725694,2,3,0,1.61546,1.19204
-4.27718,0.992885,0.725694,2,3,0,1.57013,1.48611
-4.36009,0.990671,0.725694,1,1,0,1.72795,1.47532
-4.67003,0.959096,0.725694,2,3,0,1.81657,0.531744
-4.08953,0.99505,0.725694,2,3,0,1.38518,1.1326
-5.43851,0.892336,0.725694,3,7,0,2.89159,0.39357
-5.43851,0.922625,0.725694,2,3,0,2.89159,0.39357
-5.3683,0.954822,0.725694,3,7,0,0.554765,1.32764
-5.07859,1,0.725694,2,3,0,2.7212,0.799612
-4.13005,0.788206,0.725694,2,3,0,1.01118,1.3556
-4.09369,0.951265,0.725694,2,3,0,1.24183,0.968408
-4.96493,0.83498,0.725694,2,3,0,2.66573,1.1156
-4.11392,0.984696,0.725694,2,3,0,1.38977,1.31517
-4.53514,0.972483,0.725694,2,3,0,0.720921,1.25539
-4.53514,0.859761,0.725694,2,3,0,0.720921,1.25539
-4.06174,0.416562,0.725694,2,3,0,1.0495,1.20311
-4.07802,0.983894,0.725694,2,3,0,1.28855,1.30343
-4.58831,0.884105,0.725694,2,3,0,1.29231,0.490239
-4.412,0.999971,0.725694,3,7,0,1.46408,0.63583
-4.42687,0.990003,0.725694,1,1,0,1.30692,0.602259
-4.19181,1,0.725694,2,3,0,1.36997,1.48284
-4.14236,0.9973,0.725694,3,7,0,1.49444,1.22882
-4.99796,0.894998,0.725694,2,3,0,2.13276,0.382554
-4.21129,0.983424,0.725694,2,3,0,1.25694,0.797909
-6.74789,0.878636,0.725694,3,7,0,3.7937,-0.42751
-6.87977,1,0.725694,1,1,0,3.59191,-0.575547
-6.48765,0.893652,0.725694,2,3,0,1.32926,-0.297633
-6.24847,0.818467,0.725694,3,7,0,4.62646,1.28568
-6.04839,1,0.725694,1,1,0,4.26483,1.36994
-4.85421,1,0.725694,2,3,0,2.3116,0.67798
-5.99785,0.977833,0.725694,2,3,0,2.13787,-0.260211
-5.64993,1,0.725694,1,1,0,1.94385,-0.0922257
-6.04594,0.873249,0.725694,1,1,0,1.50288,-0.214183
-4.69594,1,0.725694,3,7,0,2.25467,1.40995
-4.17148,0.930271,0.725694,2,3,0,0.950248,1.34984
-5.44404,0.69138,0.725694,2,3,0,1.6076,2.32059
-5.42443,0.932049,0.725694,2,3,0,0.97513,2.0948
-4.92722,1,0.725694,1,1,0,0.952893,1.8844
-4.92722,0.564053,0.725694,3,7,0,0.952893,1.8844
-4.92722,0.000892887,0.725694,1,1,0,0.952893,1.8844
-4.61675,1,0.725694,2,3,0,1.10067,1.81405
-4.60605,1,0.725694,1,1,0,1.1031,1.80893
-4.57554,0.982719,0.725694,3,7,0,1.5881,0.527846
-4.8276,0.977264,0.725694,2,3,0,1.22161,0.367391
-5.09276,0.921337,0.725694,3,7,0,2.83949,1.22861
-8.13182,0.85068,0.725694,2,3,0,8.76765,0.53922
-5.73006,1,0.725694,3,7,0,3.41418,1.90003
-5.90092,0.993901,0.725694,2,3,0,2.24689,2.53512
-9.19973,0.918759,0.725694,3,7,0,11.2767,2.80731
-8.04147,0.996488,0.725694,3,7,0,5.54875,3.36638
-9.3553,1,0.725694,2,3,0,7.03827,4.18793
-6.40661,0.90194,0.725694,3,7,0,4.48098,2.02376
-4.61436,0.97691,0.725694,2,3,0,1.83646,1.73459
-4.17023,0.937171,0.725694,2,3,0,1.19037,0.845476
-5.23963,0.839737,0.725694,3,7,0,1.30425,0.154115
-5.22739,0.974068,0.725694,2,3,0,2.4001,0.307086
-5.20754,1,0.725694,3,7,0,2.20432,0.23659
-5.36646,0.994881,0.725694,1,1,0,2.41712,0.193184
-5.14094,1,0.725694,1,1,0,2.02415,0.226083
-4.90909,0.972582,0.725694,2,3,0,2.40965,0.698696
-5.17876,0.977404,0.725694,1,1,0,2.82424,0.734706
-4.26201,0.94224,0.725694,2,3,0,1.46116,0.797222
-4.21809,0.974242,0.725694,2,3,0,1.53573,1.40968
-4.05297,0.991696,0.725694,2,3,0,1.27398,1.15131
-4.0863,0.912983,0.725694,2,3,0,1.3087,1.02037
-4.17771,0.989741,0.725694,2,3,0,1.56469,1.2009
-4.87987,0.90312,0.725694,2,3,0,2.27428,1.72906
-4.07131,0.931691,0.725694,2,3,0,1.3391,1.1696
-4.5311,0.914721,0.725694,2,3,0,1.39623,0.527901
-5.29865,0.689754,0.725694,2,3,0,0.556746,1.23909
-4.52518,1,0.725694,2,3,0,1.87747,1.59346
-4.51238,0.920157,0.725694,3,7,0,1.55695,0.572446
-4.60439,0.978365,0.725694,2,3,0,1.3657,0.476195
-5.5773,0.970723,0.725694,2,3,0,3.00521,0.308795
-4.45665,0.969927,0.725694,3,7,0,0.762284,1.32601
-4.04225,0.373646,0.725694,2,3,0,1.14288,1.20544
-5.03451,0.894922,0.725694,2,3,0,0.600086,1.2499
-4.37846,0.771626,0.725694,2,3,0,1.50534,1.65161
-4.52429,0.880531,0.725694,2,3,0,1.42012,0.535071
-4.36873,0.89291,0.725694,2,3,0,1.83895,1.30704
-5.87867,0.876318,0.725694,2,3,0,3.45216,0.25728
-6.9141,0.995195,0.725694,2,3,0,2.9537,-0.684863
-6.1927,0.981708,0.725694,3,5,0,1.07107,2.40282
-6.07527,1,0.725694,1,1,0,1.13208,2.4057
-5.91715,0.941838,0.725694,3,7,0,4.06248,1.29131
-5.62815,1,0.725694,1,1,0,3.53854,1.51416
-5.49257,1,0.725694,1,1,0,3.40514,1.27208
-5.70665,0.987314,0.725694,1,1,0,3.734,1.23581
-5.19286,1,0.725694,1,1,0,2.98016,1.20576
-7.19215,0.932018,0.725694,2,3,0,5.50715,-0.160187
-9.9333,0.921145,0.725694,2,3,0,14.6203,-0.442223
-8.96233,0.99889,0.725694,3,7,0,10.3901,-0.447901
-4.18316,0.916729,0.725694,3,7,0,0.889973,1.12461
-4.31927,0.966798,0.725694,1,1,0,0.819378,1.03229
-5.94565,0.68607,0.725694,3,7,0,2.312,-0.219215
-8.6884,0.965754,0.725694,3,7,0,8.39148,-0.890588
-5.00258,0.810156,0.725694,2,3,0,1.77037,0.25972
-4.39255,0.968049,0.725694,2,3,0,1.82783,0.92579
-5.32731,0.943974,0.725694,2,3,0,2.86821,0.52438
-4.25689,0.947321,0.725694,2,3,0,0.891568,0.950458
-4.36213,0.755476,0.725694,2,3,0,0.781855,1.1872
-4.18587,0.975564,0.725694,2,3,0,1.08083,0.853789
-4.12181,1,0.725694,3,7,0,1.20931,0.912615
-5.38439,0.830409,0.725694,2,3,0,3.16903,1.51939
-4.90415,0.956919,0.725694,3,7,0,0.62569,1.07723
-5.03666,0.834594,0.725694,2,3,0,2.08013,2.00775
-4.86207,0.958566,0.725694,2,3,0,0.780685,1.67585
-5.0597,0.991071,0.725694,2,3,0,2.74411,1.43228
-4.0934,0.966256,0.725694,3,7,0,1.08351,0.988254
-4.81262,0.871853,0.725694,2,3,0,1.0951,0.418886
-4.35154,1,0.725694,3,7,0,1.62592,1.55467
-4.57069,0.960671,0.725694,3,7,0,1.83666,0.648088
-4.67488,0.976507,0.725694,3,7,0,1.08538,1.83969
-5.55783,0.955849,0.725694,2,3,0,1.35158,2.32233
-5.20276,1,0.725694,2,3,0,2.89505,1.53891
-4.59633,0.837148,0.725694,2,3,0,1.53036,0.497539
-4.63194,0.986045,0.725694,2,3,0,2.00241,0.70091
-4.48277,1,0.725694,1,1,0,1.74965,0.694638
-4.52773,0.998218,0.725694,2,3,0,1.87316,0.732256
-4.10425,0.991096,0.725694,2,3,0,1.24039,0.947126
-4.35854,0.924216,0.725694,2,3,0,1.14524,1.65972
-4.41651,0.804733,0.725694,2,3,0,1.46835,0.632831
-7.49788,0.827583,0.725694,2,3,0,0.962039,2.64094
-5.74547,1,0.725694,1,1,0,1.0865,2.27531
-4.85238,1,0.725694,2,3,0,1.0973,1.9346
-4.45948,0.957913,0.725694,2,3,0,0.807559,0.88138
-4.26454,0.945577,0.725694,2,3,0,0.986191,1.50363
-4.55808,0.757757,0.725694,2,3,0,2.10683,1.03794
-4.72992,0.950251,0.725694,2,3,0,1.94066,1.79508
-4.40528,0.998582,0.725694,3,7,0,1.68615,1.58412
-4.07381,0.996825,0.725694,2,3,0,1.1265,1.32194
-4.06238,1,0.725694,2,3,0,1.26375,1.06627
-4.6674,0.90406,0.725694,2,3,0,1.95975,0.619758
-4.43424,1,0.725694,2,3,0,1.83804,0.849261
