# stan_version_major = 2
# stan_version_minor = 9
# stan_version_patch = 0
# model = betabinomialstr_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 4
# data
#   file = betabinomialstr_4.data.R
# init = 2 (Default)
# random
#   seed = 792387613
# output
#   file = betabinomialstr_samples_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,n_divergent__,theta
-7.78964,1,1.04126,2,3,0,0.261661
-8.02287,0.92418,1.04126,2,3,0,0.457902
-7.64873,0.996479,1.04126,2,3,0,0.313765
-8.3777,0.832773,1.04126,2,3,0,0.185717
-7.82157,0.996607,1.04126,2,3,0,0.254872
-7.71726,1,1.04126,1,1,0,0.280838
-7.66048,1,1.04126,1,1,0,0.305025
-7.703,0.965942,1.04126,2,3,0,0.383407
-8.12078,0.818833,1.04126,2,3,0,0.210855
-8.99993,0.835586,1.04126,1,1,0,0.143768
-10.3601,0.940291,1.04126,2,3,0,0.090738
-7.64037,1,1.04126,2,3,0,0.342408
-7.7514,0.927466,1.04126,2,3,0,0.270946
-7.67097,1,1.04126,2,3,0,0.368751
-8.16486,0.881418,1.04126,2,3,0,0.479655
-8.80158,0.806304,1.04126,1,1,0,0.552099
-7.65437,1,1.04126,2,3,0,0.358116
-8.86424,0.723818,1.04126,2,3,0,0.557917
-7.86343,0.945418,1.04126,2,3,0,0.246921
-7.86343,0.887322,1.04126,1,1,0,0.246921
-8.08683,0.947309,1.04126,1,1,0,0.214788
-7.77712,1,1.04126,2,3,0,0.264542
-8.232,0.924183,1.04126,2,3,0,0.199094
-9.24232,0.822178,1.04126,1,1,0,0.131527
-9.72772,0.931926,1.04126,1,1,0,0.111239
-10.4835,0.911714,1.04126,1,1,0,0.0873235
-9.13277,1,1.04126,1,1,0,0.136852
-8.82553,1,1.04126,1,1,0,0.153732
-7.72411,1,1.04126,2,3,0,0.391147
-7.92374,0.936658,1.04126,1,1,0,0.440245
-8.21955,0.968413,1.04126,2,3,0,0.487237
-7.70651,1,1.04126,2,3,0,0.384771
-8.7405,0.764138,1.04126,2,3,0,0.546261
-8.14819,0.854515,1.04126,2,3,0,0.207806
-9.34971,0.914098,1.04126,2,3,0,0.598198
-8.13369,0.866027,1.04126,2,3,0,0.209405
-7.63885,0.998586,1.04126,2,3,0,0.338361
-8.07273,0.9152,1.04126,2,3,0,0.216476
-8.17651,0.922634,1.04126,2,3,0,0.204765
-7.99933,1,1.04126,1,1,0,0.225867
-7.65465,0.984693,1.04126,2,3,0,0.308949
-7.69323,0.947327,1.04126,2,3,0,0.379412
-7.66165,1,1.04126,2,3,0,0.304305
-7.67141,0.997217,1.04126,1,1,0,0.298907
-8.26208,0.846456,1.04126,2,3,0,0.492887
-7.63838,1,1.04126,2,3,0,0.336104
-7.66197,0.769868,1.04126,2,3,0,0.304114
-8.74597,0.724929,1.04126,2,3,0,0.546791
-9.76388,0.715572,1.04126,1,1,0,0.627479
-9.38393,1,1.04126,1,1,0,0.600772
-7.72035,1,1.04126,2,3,0,0.389839
-7.89375,0.944854,1.04126,1,1,0,0.434329
-8.3914,0.845757,1.04126,1,1,0,0.508962
-9.24902,0.916671,1.04126,2,3,0,0.590448
-8.39725,1,1.04126,1,1,0,0.509655
-7.64773,0.946538,1.04126,2,3,0,0.314698
-7.71257,0.980616,1.04126,2,3,0,0.387046
-7.64059,0.998456,1.04126,2,3,0,0.323921
-7.64059,0.428783,1.04126,2,3,0,0.323921
-8.41994,0.413862,1.04126,2,3,0,0.18218
-7.96749,1,1.04126,1,1,0,0.230305
-8.00087,0.992066,1.04126,1,1,0,0.225658
-7.64005,0.998445,1.04126,2,3,0,0.325028
-7.64018,0.999962,1.04126,1,1,0,0.324753
-7.70846,0.984403,1.04126,2,3,0,0.385514
-7.64251,1,1.04126,2,3,0,0.320732
-7.67183,0.988021,1.04126,2,3,0,0.298696
-7.92079,0.929358,1.04126,2,3,0,0.439676
-7.80333,1,1.04126,1,1,0,0.414072
-7.65983,0.991586,1.04126,2,3,0,0.305433
-7.77337,0.850635,1.04126,2,3,0,0.265432
-7.85973,0.977874,1.04126,1,1,0,0.247588
-7.94072,0.993367,1.04126,2,3,0,0.234241
-9.53827,0.758465,1.04126,2,3,0,0.118587
-8.53607,1,1.04126,1,1,0,0.173104
-7.88524,1,1.04126,1,1,0,0.243114
-7.67708,1,1.04126,2,3,0,0.296149
-7.63864,0.984393,1.04126,2,3,0,0.337529
-7.74453,0.923868,1.04126,2,3,0,0.27279
-7.64072,0.996176,1.04126,2,3,0,0.343101
-8.51926,0.789814,1.04126,2,3,0,0.523509
-8.05565,1,1.04126,2,3,0,0.463237
-7.99495,0.899782,1.04126,2,3,0,0.226463
-8.03738,0.990061,1.04126,1,1,0,0.220865
-7.76091,0.965302,1.04126,2,3,0,0.268494
-7.83369,0.981142,1.04126,1,1,0,0.252472
-7.83059,1,1.04126,1,1,0,0.253078
-7.64998,0.987363,1.04126,2,3,0,0.312645
-7.68754,0.987785,1.04126,2,3,0,0.376923
-7.66716,1,1.04126,2,3,0,0.366599
-7.68151,0.960879,1.04126,2,3,0,0.374129
-8.27401,0.859274,1.04126,2,3,0,0.494439
-7.77483,1,1.04126,2,3,0,0.265084
-14.1682,0.314795,1.04126,2,3,0,0.0308253
-15.3493,0.958828,1.04126,1,1,0,0.0225571
-15.4406,0.856405,1.04126,3,7,0,0.841812
-9.20882,1,1.04126,2,3,0,0.133122
-9.16121,1,1.04126,1,1,0,0.135439
-8.11034,0.982932,1.04126,2,3,0,0.212045
-8.13662,0.994097,1.04126,1,1,0,0.209081
-7.90352,1,1.04126,1,1,0,0.240071
-7.63818,0.99546,1.04126,2,3,0,0.332775
-7.77801,0.963785,1.04126,2,3,0,0.264332
-8.13674,0.893729,1.04126,2,3,0,0.475604
-7.74366,1,1.04126,1,1,0,0.397524
-8.14604,0.595781,1.04126,2,3,0,0.208041
-7.75051,0.999531,1.04126,2,3,0,0.271181
-8.20375,0.888035,1.04126,2,3,0,0.201936
-7.72549,1,1.04126,2,3,0,0.278268
-7.67593,1,1.04126,2,3,0,0.371373
-7.67593,0.94683,1.04126,2,3,0,0.371373
-7.63934,0.999334,1.04126,2,3,0,0.326766
-7.97396,0.912972,1.04126,2,3,0,0.44951
-7.7587,1,1.04126,2,3,0,0.269054
-8.55052,0.855968,1.04126,2,3,0,0.172034
-9.06515,0.911463,1.04126,1,1,0,0.140306
-7.64078,0.946831,1.04126,2,3,0,0.343211
-7.80352,0.954795,1.04126,2,3,0,0.258619
-8.05492,0.939351,1.04126,1,1,0,0.218658
-8.69264,0.872653,1.04126,1,1,0,0.162125
-7.93496,1,1.04126,1,1,0,0.235115
-8.66467,0.849243,1.04126,1,1,0,0.163993
-7.75001,1,1.04126,2,3,0,0.271316
-7.63817,0.95699,1.04126,2,3,0,0.333495
-8.30346,0.83547,1.04126,2,3,0,0.498202
-7.93364,0.921134,1.04126,2,3,0,0.235316
-8.03872,0.941184,1.04126,2,3,0,0.460509
-7.82531,1,1.04126,2,3,0,0.419411
-7.80035,0.861913,1.04126,2,3,0,0.259302
-7.80035,0.644835,1.04126,2,3,0,0.259302
-7.80035,0.74459,1.04126,2,3,0,0.259302
-7.79562,1,1.04126,2,3,0,0.260333
-8.01446,0.982191,1.04126,2,3,0,0.223841
-7.70897,0.966413,1.04126,2,3,0,0.385704
-7.92399,0.932158,1.04126,1,1,0,0.440293
-8.33828,0.956569,1.04126,2,3,0,0.502545
-7.65031,1,1.04126,2,3,0,0.35475
-7.65031,0.84489,1.04126,2,3,0,0.35475
-7.66752,0.99464,1.04126,1,1,0,0.366809
-8.0532,0.907022,1.04126,2,3,0,0.462845
-7.75181,1,1.04126,2,3,0,0.400011
-8.31312,0.775318,1.04126,2,3,0,0.191404
-7.98694,1,1.04126,1,1,0,0.227565
-7.68403,1,1.04126,2,3,0,0.293042
-7.73252,0.866222,1.04126,2,3,0,0.276176
-8.04189,0.967003,1.04126,2,3,0,0.461024
-7.65506,0.994017,1.04126,2,3,0,0.308652
-7.6398,0.981592,1.04126,2,3,0,0.325606
-7.77759,0.881263,1.04126,2,3,0,0.26443
-9.14548,0.750904,1.04126,2,3,0,0.136218
-8.98944,1,1.04126,2,3,0,0.144337
-7.6683,0.990285,1.04126,2,3,0,0.300525
-7.64914,1,1.04126,1,1,0,0.31339
-7.64154,0.998768,1.04126,2,3,0,0.344562
-7.65733,0.997709,1.04126,2,3,0,0.307069
-8.41773,0.809619,1.04126,2,3,0,0.512057
-7.70363,0.984041,1.04126,2,3,0,0.285428
-7.64233,0.996594,1.04126,2,3,0,0.345822
-7.87227,0.942161,1.04126,2,3,0,0.42988
-7.87227,0.59565,1.04126,1,1,0,0.42988
-7.94431,0.976266,1.04126,1,1,0,0.444128
-7.70414,1,1.04126,2,3,0,0.285248
-7.64407,1,1.04126,2,3,0,0.348216
-7.81154,0.958277,1.04126,2,3,0,0.416104
-7.81154,0.64033,1.04126,2,3,0,0.416104
-7.74213,0.940911,1.04126,2,3,0,0.27345
-7.74737,0.878485,1.04126,2,3,0,0.398668
-7.64551,1,1.04126,2,3,0,0.316981
-8.16157,0.867263,1.04126,2,3,0,0.479187
-8.18935,0.826677,1.04126,2,3,0,0.203421
-8.17868,1,1.04126,1,1,0,0.204536
-7.94359,1,1.04126,1,1,0,0.233809
-8.36127,0.969659,1.04126,2,3,0,0.187131
-7.6576,0.964721,1.04126,2,3,0,0.360495
-7.87958,0.962119,1.04126,2,3,0,0.244083
-7.88562,0.998491,1.04126,1,1,0,0.243049
-10.0522,0.640893,1.04126,2,3,0,0.100032
-8.86921,1,1.04126,1,1,0,0.151133
-8.08306,1,1.04126,1,1,0,0.215236
-7.92723,1,1.04126,1,1,0,0.236305
-7.84414,0.956028,1.04126,2,3,0,0.250469
-9.64829,0.743793,1.04126,2,3,0,0.11424
-9.41598,1,1.04126,1,1,0,0.123699
-7.72486,1,1.04126,2,3,0,0.278462
-7.78816,0.796221,1.04126,2,3,0,0.261995
-7.69322,0.855807,1.04126,2,3,0,0.289294
-8.57297,0.819769,1.04126,2,3,0,0.170396
-9.00931,0.807364,1.04126,2,3,0,0.570781
-7.63959,0.886102,1.04126,2,3,0,0.326102
-8.25088,0.851483,1.04126,2,3,0,0.197245
-9.21685,0.926293,1.04126,2,3,0,0.587911
-8.57446,0.70292,1.04126,2,3,0,0.170289
-7.75944,1,1.04126,2,3,0,0.268865
-7.75944,0.323816,1.04126,2,3,0,0.268865
-7.64848,0.976609,1.04126,2,3,0,0.353056
-7.87632,0.879949,1.04126,2,3,0,0.430734
-8.31801,0.568277,1.04126,2,3,0,0.50003
-8.28842,0.787684,1.04126,2,3,0,0.193677
-8.08133,1,1.04126,1,1,0,0.215442
-8.41366,0.930209,1.04126,1,1,0,0.182697
-8.03594,1,1.04126,2,3,0,0.221049
-8.52244,0.899316,1.04126,1,1,0,0.174124
-7.73091,0.938127,1.04126,2,3,0,0.393435
-8.07746,0.891994,1.04126,1,1,0,0.466672
-8.30082,0.927226,1.04126,1,1,0,0.497868
-7.78744,0.963119,1.04126,2,3,0,0.262158
-7.64442,0.990451,1.04126,2,3,0,0.318237
-7.63842,1,1.04126,2,3,0,0.330302
-7.94393,0.920804,1.04126,2,3,0,0.444057
-7.94393,0.540943,1.04126,2,3,0,0.444057
-7.68006,1,1.04126,2,3,0,0.294784
-7.77131,0.969838,1.04126,2,3,0,0.405638
-7.97854,0.731485,1.04126,2,3,0,0.45032
-7.65807,1,1.04126,2,3,0,0.36083
-7.65877,0.999783,1.04126,1,1,0,0.361311
-7.88299,0.945855,1.04126,2,3,0,0.432124
-7.68653,1,1.04126,2,3,0,0.291985
-7.68653,0.808841,1.04126,2,3,0,0.291985
-8.3314,0.866766,1.04126,2,3,0,0.189759
-10.4439,0.876105,1.04126,2,3,0,0.668499
-9.68715,1,1.04126,2,3,0,0.622339
-10.3046,0.824872,1.04126,1,1,0,0.660687
-8.00423,1,1.04126,1,1,0,0.454769
-8.54423,0.833152,1.04126,1,1,0,0.526219
-8.65168,0.964388,1.04126,1,1,0,0.53745
-7.74866,0.976918,1.04126,2,3,0,0.271674
-7.88486,0.952126,1.04126,2,3,0,0.43251
-7.82801,0.903916,1.04126,2,3,0,0.253585
-7.87889,0.924693,1.04126,2,3,0,0.431271
-7.69184,0.876346,1.04126,2,3,0,0.378816
-7.63973,0.99883,1.04126,2,3,0,0.32576
-7.64289,0.864411,1.04126,2,3,0,0.346641
-7.9011,0.950073,1.04126,2,3,0,0.240467
-10.6119,0.551261,1.04126,2,3,0,0.0839425
-9.879,1,1.04126,2,3,0,0.105815
-8.47334,1,1.04126,1,1,0,0.177895
-7.71189,0.943995,1.04126,2,3,0,0.386794
-8.73905,0.439079,1.04126,2,3,0,0.159107
-7.65575,0.991399,1.04126,2,3,0,0.308158
-7.85693,0.943481,1.04126,2,3,0,0.426583
-7.64131,1,1.04126,2,3,0,0.344182
-7.74128,0.980365,1.04126,2,3,0,0.273685
-8.35277,0.887194,1.04126,2,3,0,0.187871
-7.64525,0.778864,1.04126,2,3,0,0.317275
-8.8885,0.716382,1.04126,2,3,0,0.150008
-8.12814,1,1.04126,1,1,0,0.210026
-7.70171,1,1.04126,2,3,0,0.382895
-7.97208,0.962101,1.04126,2,3,0,0.229649
-9.00193,0.859629,1.04126,2,3,0,0.14366
-8.05626,1,1.04126,1,1,0,0.218492
-8.31936,0.943322,1.04126,1,1,0,0.190839
-8.26897,1,1.04126,1,1,0,0.195508
-7.8424,0.842877,1.04126,2,3,0,0.423355
-8.26979,0.866518,1.04126,1,1,0,0.493891
-8.80494,0.834561,1.04126,1,1,0,0.552416
-7.72066,1,1.04126,2,3,0,0.389948
-7.65093,0.969603,1.04126,2,3,0,0.355295
-8.69276,0.72874,1.04126,2,3,0,0.162117
-8.55166,0.864917,1.04126,2,3,0,0.527018
-7.86075,0.941499,1.04126,2,3,0,0.247403
-7.63829,0.998012,1.04126,2,3,0,0.331238
-7.65241,0.996419,1.04126,2,3,0,0.310645
-7.64576,1,1.04126,1,1,0,0.316716
-7.71904,0.987248,1.04126,2,3,0,0.389379
-7.68811,0.883334,1.04126,2,3,0,0.291334
-7.86654,0.978945,1.04126,2,3,0,0.428662
-7.75079,1,1.04126,1,1,0,0.399706
-7.77934,0.99691,1.04126,2,3,0,0.407837
-8.53589,0.527388,1.04126,2,3,0,0.525318
-8.15548,1,1.04126,2,3,0,0.478316
-8.27553,0.960168,1.04126,1,1,0,0.494634
-7.77217,0.966095,1.04126,2,3,0,0.265719
-8.03213,0.936341,1.04126,1,1,0,0.221537
-7.81118,1,1.04126,1,1,0,0.257002
-7.87087,0.984879,1.04126,1,1,0,0.245599
-7.67935,1,1.04126,2,3,0,0.295102
-8.25062,0.877753,1.04126,2,3,0,0.19727
-7.65044,0.987503,1.04126,2,3,0,0.312256
-7.75227,0.983015,1.04126,2,3,0,0.40015
-7.79814,0.995039,1.04126,2,3,0,0.412764
-8.61514,0.760592,1.04126,1,1,0,0.533704
-7.72947,1,1.04126,2,3,0,0.392958
-8.13835,0.83796,1.04126,2,3,0,0.208888
-7.75129,0.950517,1.04126,2,3,0,0.399857
-7.75129,0.855834,1.04126,1,1,0,0.399857
-8.2375,0.850952,1.04126,1,1,0,0.489646
-7.82472,1,1.04126,1,1,0,0.419272
-8.36494,0.834401,1.04126,1,1,0,0.505796
-8.5302,0.981864,1.04126,2,3,0,0.524701
-7.87134,1,1.04126,2,3,0,0.429685
