# stan_version_major = 2
# stan_version_minor = 9
# stan_version_patch = 0
# model = lr_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 4
# data
#   file = lr_4.data.R
# init = 2 (Default)
# random
#   seed = 1170592253
# output
#   file = lr_samples_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,n_divergent__,beta_0,beta_1,beta_2,ys.1,ys.2,ys.3,ys.4
-3.5935,0.968576,0.414741,3,7,0,1.76168,-1.29425,-0.0301232,0.628943,0.310735,0.310735,0.628943
-4.59078,0.976831,0.414741,3,7,0,1.25705,-1.96804,-0.981275,0.777569,0.154758,0.154758,0.777569
-5.42275,0.948609,0.414741,2,3,0,1.09032,-1.93458,-1.74528,0.933783,0.262395,0.262395,0.933783
-3.9792,1,0.414741,3,7,0,1.13662,-1.59288,-0.24898,0.510422,0.141831,0.141831,0.510422
-4.46275,0.994928,0.414741,2,3,0,1.46105,-1.97032,-0.558756,0.647539,0.127769,0.127769,0.647539
-5.53057,0.956543,0.414741,3,7,0,1.49473,-2.03322,-1.60261,0.935034,0.27506,0.27506,0.935034
-4.07672,0.933487,0.414741,4,11,0,0.636354,1.19846,1.40144,0.275266,0.836422,0.836422,0.275266
-4.80346,0.944594,0.414741,2,3,0,1.41508,0.778016,2.15751,0.106983,0.692875,0.692875,0.106983
-5.77425,0.934328,0.414741,2,3,0,2.40458,0.211365,2.63171,0.0661452,0.548745,0.548745,0.0661452
-5.27077,0.992177,0.414741,2,3,0,3.45292,-0.0150716,1.83692,0.441274,0.830032,0.830032,0.441274
-5.27077,0.542671,0.414741,2,3,0,3.45292,-0.0150716,1.83692,0.441274,0.830032,0.830032,0.441274
-3.53101,1,0.414741,3,7,0,-0.489316,1.13107,0.217651,0.55143,0.825659,0.825659,0.55143
-4.38042,0.956405,0.414741,2,3,0,-2.67717,1.71509,-0.0349694,0.290667,0.687396,0.687396,0.290667
-3.75576,1,0.414741,3,7,0,-2.44134,0.530784,-1.12476,0.583938,0.436589,0.436589,0.583938
-3.84775,0.955147,0.414741,4,9,0,1.98863,-0.733742,1.14318,0.262799,0.34932,0.34932,0.262799
-4.93486,0.824642,0.414741,3,7,0,2.69318,-2.13098,0.161774,0.559381,0.150517,0.150517,0.559381
-6.97445,0.955163,0.414741,4,11,0,-3.95674,2.93349,-0.432104,0.460322,0.912323,0.912323,0.460322
-7.39404,0.998989,0.414741,2,3,0,-4.69816,2.92324,-0.52675,0.327081,0.842251,0.842251,0.327081
-6.51464,0.93317,0.414741,2,3,0,-3.4855,2.86981,0.302834,0.227697,0.875586,0.875586,0.227697
-5.37294,0.981082,0.414741,3,7,0,-3.04937,2.25753,-0.415951,0.510013,0.867799,0.867799,0.510013
-5.42136,0.983265,0.414741,4,15,0,-3.50972,2.21101,-0.453662,0.403384,0.796727,0.796727,0.403384
-3.40831,0.990952,0.414741,3,7,0,-0.473581,-0.700691,-1.09561,0.734379,0.31446,0.31446,0.734379
-3.89438,0.952144,0.414741,2,3,0,-0.601041,-1.07403,-1.34817,0.735219,0.197669,0.197669,0.735219
-5.40208,0.96262,0.414741,3,7,0,-2.40086,2.47041,0.263562,0.38756,0.906902,0.906902,0.38756
-4.14386,0.999602,0.414741,3,7,0,-2.46409,0.713252,-1.4051,0.742569,0.590858,0.590858,0.742569
-5.44957,0.987563,0.414741,4,15,0,0.525849,1.96856,1.87673,0.221139,0.929971,0.929971,0.221139
-4.01166,0.999755,0.414741,4,11,0,-0.735931,-0.579451,-1.60383,0.869015,0.427758,0.427758,0.869015
-6.75842,0.589865,0.414741,4,15,0,4.07578,-0.620638,2.75555,0.113452,0.519729,0.519729,0.113452
-7.19087,0.998466,0.414741,4,15,0,-4.94966,1.13094,-2.54609,0.781336,0.464637,0.464637,0.781336
-7.23857,1,0.414741,2,3,0,-5.13911,1.13117,-2.46319,0.714724,0.398053,0.398053,0.714724
-7.25622,0.998124,0.414741,1,1,0,-5.11799,1.05748,-2.51009,0.723056,0.379203,0.379203,0.723056
-4.00356,0.992956,0.414741,3,5,0,-2.68799,0.879008,-1.14329,0.61718,0.553128,0.553128,0.61718
-3.03019,0.93012,0.414741,3,7,0,0.256196,-0.662943,-0.491336,0.640129,0.359311,0.359311,0.640129
-3.58164,0.924764,0.414741,3,7,0,-1.4707,1.33715,0.171254,0.383185,0.737372,0.737372,0.383185
-3.58164,0.187672,0.414741,2,3,0,-1.4707,1.33715,0.171254,0.383185,0.737372,0.737372,0.383185
-6.19006,0.90244,0.414741,2,3,0,-3.19542,2.75065,0.428262,0.213948,0.867338,0.867338,0.213948
-4.77069,0.863697,0.414741,2,3,0,-2.24479,2.13281,0.306965,0.326093,0.847337,0.847337,0.326093
-3.19948,0.996234,0.414741,4,15,0,-1.09009,0.945184,0.198582,0.367707,0.646045,0.646045,0.367707
-3.19948,0.903594,0.414741,4,15,0,-1.09009,0.945184,0.198582,0.367707,0.646045,0.646045,0.367707
-3.89314,0.734558,0.414741,3,7,0,1.50588,0.518155,0.79972,0.604582,0.851,0.851,0.604582
-3.31074,1,0.414741,4,9,0,-0.991399,0.116247,0.0689926,0.266366,0.30409,0.30409,0.266366
-3.04903,0.992281,0.414741,2,3,0,-1.05823,0.488418,-0.480787,0.596706,0.598541,0.598541,0.596706
-3.53774,0.886886,0.414741,3,7,0,-0.986757,0.646392,0.588776,0.179769,0.42978,0.42978,0.179769
-2.92602,0.937669,0.414741,3,7,0,0.406132,0.309622,0.5076,0.425693,0.626627,0.626627,0.425693
-2.9485,0.983059,0.414741,3,7,0,-1.05061,0.304477,-0.27328,0.450273,0.458006,0.458006,0.450273
-2.85929,0.971004,0.414741,3,7,0,-0.382356,-0.148951,-0.430113,0.581496,0.437788,0.437788,0.581496
-3.14043,0.981298,0.414741,3,5,0,-0.422646,-0.517041,-0.833926,0.674402,0.349145,0.349145,0.674402
-4.08324,0.916426,0.414741,4,11,0,0.116598,1.32923,1.37396,0.213811,0.802357,0.802357,0.213811
-4.95721,0.977246,0.414741,3,7,0,2.29145,-2.17151,-0.600773,0.789428,0.189879,0.189879,0.789428
-4.38344,0.921576,0.414741,4,15,0,-1.1026,1.64537,-0.0245716,0.643805,0.901385,0.901385,0.643805
-4.61296,0.940053,0.414741,4,15,0,3.38537,-1.10456,0.761732,0.680778,0.602172,0.602172,0.680778
-5.02407,0.486153,0.414741,2,3,0,2.75789,-1.18381,-0.29715,0.897374,0.665391,0.665391,0.897374
-4.55661,0.999719,0.414741,4,15,0,-0.542227,0.0725823,-1.4523,0.919454,0.741779,0.741779,0.919454
-4.88061,0.974823,0.414741,1,1,0,-1.01431,0.296076,-1.62428,0.92624,0.768901,0.768901,0.92624
-6.25378,1,0.414741,2,3,0,-2.63766,-1.28918,-2.01807,0.527299,0.0392429,0.0392429,0.527299
-5.80024,0.920905,0.414741,2,3,0,0.301782,-0.878574,-2.09149,0.973563,0.653877,0.653877,0.973563
-4.88082,0.993346,0.414741,2,3,0,-1.53707,-1.20556,-1.91184,0.746692,0.115439,0.115439,0.746692
-2.92273,0.930242,0.414741,3,5,0,-0.767167,0.105022,-0.531134,0.598717,0.493503,0.493503,0.598717
-2.9058,0.992202,0.414741,3,7,0,-0.907226,0.399848,-0.188023,0.467214,0.520113,0.520113,0.467214
-2.9058,0.752486,0.414741,2,3,0,-0.907226,0.399848,-0.188023,0.467214,0.520113,0.520113,0.467214
-4.92274,0.855901,0.414741,3,7,0,2.23557,0.33308,2.22596,0.132013,0.662793,0.662793,0.132013
-4.36286,0.870041,0.414741,4,15,0,-0.0677996,1.63054,1.30162,0.261053,0.868945,0.868945,0.261053
-3.30795,0.967693,0.414741,2,3,0,0.231828,0.319696,0.934457,0.211253,0.484196,0.484196,0.211253
-3.76192,0.996524,0.414741,3,7,0,1.91308,-0.314245,1.35121,0.249068,0.48335,0.48335,0.249068
-3.52339,0.886955,0.414741,2,3,0,1.44445,-0.136364,0.156997,0.729896,0.733945,0.733945,0.729896
-3.99864,0.954017,0.414741,3,7,0,1.52038,-0.459045,-0.34209,0.851386,0.719984,0.719984,0.851386
-3.58131,0.975849,0.414741,3,5,0,-1.47657,1.14567,0.40583,0.24185,0.600832,0.600832,0.24185
-4.85763,0.843685,0.414741,3,7,0,-2.44569,0.821715,-1.69739,0.854558,0.709948,0.709948,0.854558
-4.02594,0.977366,0.414741,3,7,0,0.248801,-0.824475,-1.33311,0.889982,0.483247,0.483247,0.889982
-4.71476,0.836958,0.414741,2,3,0,0.415054,-0.376,-1.33073,0.937057,0.729835,0.729835,0.937057
-3.64195,1,0.414741,2,3,0,0.0579601,-0.834434,-1.17369,0.827912,0.392403,0.392403,0.827912
-3.75297,0.99075,0.414741,3,7,0,0.0328946,-0.792873,-1.25406,0.851719,0.425853,0.425853,0.851719
-3.80582,0.949026,0.414741,3,7,0,0.573042,-0.446025,0.844887,0.173251,0.23796,0.23796,0.173251
-4.95754,0.952255,0.414741,2,3,0,2.59698,0.0445867,0.664829,0.787833,0.883018,0.883018,0.787833
-5.0656,1,0.414741,1,1,0,2.83075,0.0895337,0.940317,0.738782,0.887903,0.887903,0.738782
-4.48176,1,0.414741,1,1,0,2.44433,0.276537,1.16238,0.597753,0.86236,0.86236,0.597753
-4.48176,0.355167,0.414741,2,3,0,2.44433,0.276537,1.16238,0.597753,0.86236,0.86236,0.597753
-3.01496,0.931051,0.414741,3,7,0,0.723973,-0.47555,0.350716,0.388645,0.359429,0.359429,0.388645
-3.74446,0.886434,0.414741,3,7,0,-0.764538,1.21643,-0.0306784,0.625567,0.845404,0.845404,0.625567
-5.60129,0.815104,0.414741,3,7,0,2.48885,0.296111,2.57155,0.08642,0.624692,0.624692,0.08642
-7.75191,0.427572,0.414741,2,3,0,3.73962,0.645885,1.36662,0.839196,0.975029,0.975029,0.839196
-5.90695,1,0.414741,3,7,0,3.47163,-0.405143,0.6587,0.851837,0.881074,0.881074,0.851837
-4.477,1,0.414741,2,3,0,-0.00745141,-0.52847,0.739394,0.117667,0.141391,0.141391,0.117667
-4.06899,1,0.414741,1,1,0,0.00808174,-0.542967,0.557759,0.161055,0.163063,0.163063,0.161055
-3.22945,0.988524,0.414741,3,7,0,-0.615402,0.238973,0.388137,0.239996,0.371546,0.371546,0.239996
-3.47318,0.896261,0.414741,3,7,0,-2.0725,0.928915,-0.492372,0.460373,0.568983,0.568983,0.460373
-2.97547,0.996147,0.414741,3,7,0,-0.365308,0.504494,0.419251,0.331964,0.555873,0.555873,0.331964
-3.92448,0.962305,0.414741,4,11,0,2.48205,-0.285565,1.3561,0.373857,0.635254,0.635254,0.373857
-3.72624,1,0.414741,3,7,0,2.38073,-0.767761,1.00459,0.402224,0.460239,0.460239,0.402224
-3.72624,0.701752,0.414741,2,3,0,2.38073,-0.767761,1.00459,0.402224,0.460239,0.460239,0.402224
-3.72624,0.602516,0.414741,4,15,0,2.38073,-0.767761,1.00459,0.402224,0.460239,0.460239,0.402224
-3.72624,0.504251,0.414741,2,3,0,2.38073,-0.767761,1.00459,0.402224,0.460239,0.460239,0.402224
-4.12722,0.973142,0.414741,3,7,0,2.507,-0.0431286,1.5234,0.358259,0.710403,0.710403,0.358259
-3.8764,0.931903,0.414741,4,15,0,-0.615398,-0.78624,-1.50109,0.832095,0.334749,0.334749,0.832095
-3.45835,0.984914,0.414741,3,7,0,-1.36008,-0.135006,-1.22914,0.72376,0.401084,0.401084,0.72376
-3.31563,0.986471,0.414741,3,7,0,-1.83488,0.76419,-0.352982,0.409815,0.511617,0.511617,0.409815
-2.95905,0.973377,0.414741,3,7,0,0.00623024,-0.149692,-0.463334,0.686371,0.542443,0.542443,0.686371
-4.33447,0.550875,0.414741,3,7,0,2.21409,0.256965,0.909481,0.657482,0.860391,0.860391,0.657482
-3.52389,0.973509,0.414741,2,3,0,1.36506,-0.385526,1.05777,0.243052,0.386092,0.386092,0.243052
-4.66485,0.977406,0.414741,2,3,0,3.16303,-0.385345,1.76336,0.321032,0.652259,0.652259,0.321032
-3.88826,0.996965,0.414741,3,7,0,1.24695,0.655153,1.53428,0.237495,0.735551,0.735551,0.237495
-3.75552,0.924601,0.414741,2,3,0,1.17038,0.739321,0.994317,0.480277,0.839526,0.839526,0.480277
-3.27295,0.999012,0.414741,3,7,0,1.77926,-0.461208,0.73874,0.460228,0.529492,0.529492,0.460228
-3.33722,0.925659,0.414741,4,15,0,-1.16164,0.0121704,-1.08356,0.734516,0.486569,0.486569,0.734516
-3.88121,0.99604,0.414741,3,7,0,0.0871675,-1.36975,-1.01953,0.680591,0.163448,0.163448,0.680591
-4.082,0.976748,0.414741,4,15,0,-1.0816,-0.31008,-1.65615,0.872208,0.488601,0.488601,0.872208
-3.88057,1,0.414741,3,7,0,-1.55522,-0.120728,-1.56277,0.809935,0.441788,0.441788,0.809935
-4.50257,0.91262,0.414741,3,7,0,-0.31387,-1.55418,-0.868654,0.46736,0.0721861,0.0721861,0.46736
-4.49833,1,0.414741,2,3,0,0.452887,-1.50866,-1.52708,0.880628,0.261662,0.261662,0.880628
-3.8811,0.832846,0.414741,2,3,0,0.789325,-1.53552,-0.573941,0.599093,0.153453,0.153453,0.599093
-3.56997,0.849663,0.414741,4,15,0,0.655291,-0.758666,0.451251,0.267787,0.211936,0.211936,0.267787
-5.10108,0.960587,0.414741,3,7,0,1.10459,1.56101,1.2784,0.527176,0.950179,0.950179,0.527176
-3.67137,0.986046,0.414741,3,7,0,-0.224662,-0.9397,-0.326105,0.374689,0.144556,0.144556,0.374689
-5.23908,0.82509,0.414741,3,7,0,-0.832999,0.370429,-1.61587,0.940987,0.821087,0.821087,0.940987
-3.1101,1,0.414741,3,7,0,-0.899022,-0.131473,-0.304234,0.396032,0.297813,0.297813,0.396032
-3.48538,0.726702,0.414741,2,3,0,-1.82165,0.148083,-0.616799,0.391749,0.287269,0.287269,0.391749
-3.42153,0.98748,0.414741,2,3,0,-1.26337,0.014017,-1.1648,0.746541,0.482373,0.482373,0.746541
-3.5506,0.528141,0.414741,2,3,0,-1.97179,0.351589,-1.14355,0.660809,0.468775,0.468775,0.660809
-3.20095,0.984492,0.414741,3,7,0,-0.605611,0.956565,0.319596,0.428435,0.728677,0.728677,0.428435
-5.42055,0.701379,0.414741,3,7,0,2.22092,1.14465,1.8231,0.430295,0.936261,0.936261,0.430295
-6.72004,1,0.414741,2,3,0,2.32298,1.125,3.06005,0.0646386,0.819494,0.819494,0.0646386
-7.60866,0.872638,0.414741,2,3,0,1.83952,0.550328,3.34336,0.0134284,0.400549,0.400549,0.0134284
-6.70564,0.995316,0.414741,4,15,0,-1.3522,-0.914499,-3.02811,0.977893,0.461802,0.461802,0.977893
-6.2683,1,0.414741,2,3,0,-1.23091,-1.14464,-2.8536,0.965499,0.339262,0.339262,0.965499
-6.1694,0.912311,0.414741,4,15,0,2.66921,0.802655,2.78684,0.108921,0.81573,0.81573,0.108921
-6.05962,0.962979,0.414741,4,11,0,-3.37029,-0.607019,-2.17635,0.592763,0.0825668,0.0825668,0.592763
-5.53957,0.998709,0.414741,3,7,0,0.333568,-1.19985,-2.1017,0.96568,0.508892,0.508892,0.96568
-4.62772,0.888461,0.414741,3,7,0,0.137099,-1.83719,-1.11289,0.628478,0.0813322,0.0813322,0.628478
-4.76949,0.986643,0.414741,3,7,0,-0.105964,-1.82328,-1.07717,0.556039,0.0644441,0.0644441,0.556039
-4.64654,0.917988,0.414741,2,3,0,0.546059,-1.63597,-1.54938,0.881723,0.235682,0.235682,0.881723
-4.65948,1,0.414741,2,3,0,-0.0462245,-1.7047,-1.55271,0.794865,0.129779,0.129779,0.794865
-4.31005,1,0.414741,2,3,0,0.873519,-1.60521,-1.20466,0.842589,0.243746,0.243746,0.842589
-4.72514,0.906695,0.414741,4,15,0,-2.59031,2.04111,0.128957,0.308505,0.796239,0.796239,0.308505
-3.29509,0.844228,0.414741,3,5,0,-1.41519,0.221964,-0.236503,0.327344,0.324151,0.324151,0.327344
-4.57248,0.61615,0.414741,3,7,0,2.39445,-0.0158832,0.590012,0.768266,0.85479,0.85479,0.768266
-5.30506,0.96051,0.414741,4,15,0,-2.92998,0.744862,-2.03671,0.868562,0.644844,0.644844,0.868562
-5.09717,0.99655,0.414741,4,11,0,2.98635,0.342806,1.80082,0.432298,0.866591,0.866591,0.432298
-5.47679,0.978381,0.414741,4,11,0,-2.72112,-0.322188,-2.48122,0.872042,0.292293,0.292293,0.872042
-4.58518,0.992365,0.414741,3,7,0,-1.84269,-0.72686,-1.96015,0.794251,0.208125,0.208125,0.794251
-4.58903,0.993485,0.414741,4,15,0,1.52355,-1.91401,-0.956012,0.820768,0.206122,0.206122,0.820768
-2.90157,0.606717,0.414741,3,7,0,-0.860061,0.109139,-0.389201,0.50687,0.437188,0.437188,0.50687
-3.07404,0.966439,0.414741,3,7,0,0.48088,0.495911,0.616037,0.436524,0.701964,0.701964,0.436524
-3.59599,0.890837,0.414741,3,7,0,-0.419471,0.65097,0.954172,0.157514,0.482082,0.482082,0.157514
-5.02112,0.991898,0.414741,3,7,0,2.26522,0.786353,2.08805,0.245172,0.851937,0.851937,0.245172
-2.85702,0.999494,0.414741,4,9,0,-0.704348,0.331236,-0.178416,0.49593,0.534082,0.534082,0.49593
-3.45356,0.776347,0.414741,2,3,0,-0.371977,0.480149,0.820327,0.177631,0.442257,0.442257,0.177631
-3.47149,0.977685,0.414741,4,9,0,-1.29334,0.229537,-1.10529,0.758924,0.567346,0.567346,0.758924
-4.13321,0.857573,0.414741,3,7,0,-1.18271,0.292807,-1.38779,0.868263,0.687982,0.687982,0.868263
-3.78363,0.990889,0.414741,3,7,0,-2.52479,0.578464,-0.847765,0.437628,0.372831,0.372831,0.437628
-3.78363,0.38078,0.414741,3,7,0,-2.52479,0.578464,-0.847765,0.437628,0.372831,0.372831,0.437628
-3.78363,0.599559,0.414741,2,3,0,-2.52479,0.578464,-0.847765,0.437628,0.372831,0.372831,0.437628
-3.43611,0.745333,0.414741,2,3,0,-1.95119,0.493801,-0.465215,0.371227,0.377923,0.377923,0.371227
-3.09801,0.998049,0.414741,3,7,0,0.112609,-0.364987,-0.642424,0.737394,0.506264,0.506264,0.737394
-2.78272,0.981824,0.414741,3,7,0,0.163724,-0.110097,-0.0438438,0.53527,0.496843,0.496843,0.53527
-3.47333,0.868565,0.414741,3,7,0,-1.63843,0.0282307,-0.540939,0.370908,0.260951,0.260951,0.370908
-4.04816,0.845878,0.414741,2,3,0,-1.40188,-0.529258,-1.6966,0.811848,0.317822,0.317822,0.811848
-5.69083,0.887447,0.414741,2,3,0,-1.05545,-1.04216,-2.56459,0.95398,0.360042,0.360042,0.95398
-3.16751,0.998544,0.414741,3,7,0,-1.08973,0.493282,0.152743,0.288654,0.436371,0.436371,0.288654
-4.41616,0.716684,0.414741,4,9,0,-0.0699059,-0.332721,0.85827,0.107248,0.168875,0.168875,0.107248
-3.33796,1,0.414741,2,3,0,1.2187,0.304133,0.697559,0.531885,0.755729,0.755729,0.531885
-3.76769,0.987694,0.414741,3,7,0,0.108102,-1.27093,-1.04468,0.716368,0.199553,0.199553,0.716368
-4.18068,0.852678,0.414741,4,15,0,-0.122366,0.738347,1.44077,0.0940156,0.478403,0.478403,0.0940156
-4.18068,0.447362,0.414741,2,3,0,-0.122366,0.738347,1.44077,0.0940156,0.478403,0.478403,0.0940156
-3.38287,0.995654,0.414741,3,7,0,1.80788,-0.3953,0.431852,0.633876,0.642317,0.642317,0.633876
-3.38287,0.680073,0.414741,3,7,0,1.80788,-0.3953,0.431852,0.633876,0.642317,0.642317,0.633876
-3.73769,0.804082,0.414741,2,3,0,1.92538,-1.36272,-0.114341,0.68812,0.334988,0.334988,0.68812
-3.37275,0.87165,0.414741,3,7,0,0.873243,-0.416473,0.769182,0.253205,0.32544,0.32544,0.253205
-4.37349,0.91952,0.414741,3,7,0,0.400771,1.25102,1.69943,0.148416,0.769124,0.769124,0.148416
-3.0602,0.99197,0.414741,3,7,0,0.511775,0.404743,0.387222,0.535459,0.717894,0.717894,0.535459
-3.0845,0.996761,0.414741,2,3,0,0.549966,0.468622,0.576231,0.466581,0.7132,0.7132,0.466581
-4.09621,0.948168,0.414741,4,11,0,-1.4967,1.64717,0.0228813,0.526152,0.855048,0.855048,0.526152
-4.94107,0.993815,0.414741,3,7,0,3.44685,-1.80322,0.752934,0.534386,0.286483,0.286483,0.534386
-6.63093,0.967655,0.414741,3,7,0,4.96271,-1.57954,1.86768,0.412854,0.483995,0.483995,0.412854
-8.05053,0.568284,0.414741,2,3,0,5.59924,-2.37726,0.821071,0.829181,0.505911,0.505911,0.829181
-8.95818,0.780176,0.414741,2,3,0,4.30432,-3.44195,0.860719,0.297534,0.0310593,0.0310593,0.297534
-3.86643,1,0.414741,4,11,0,-2.00921,1.34811,0.235427,0.2438,0.611016,0.611016,0.2438
-3.59361,0.990098,0.414741,4,15,0,0.383067,0.99102,1.07155,0.31669,0.784748,0.784748,0.31669
-3.44152,0.98647,0.414741,3,7,0,1.25557,-1.19437,-0.318161,0.667637,0.306822,0.306822,0.667637
-4.6013,0.910863,0.414741,2,3,0,1.93174,-1.78835,-0.824111,0.857125,0.305583,0.305583,0.857125
-5.57774,0.965946,0.414741,3,7,0,-0.430639,-2.11578,-1.72157,0.710275,0.0501816,0.0501816,0.710275
-4.17179,1,0.414741,3,7,0,0.678687,-1.5047,-1.20933,0.830988,0.245755,0.245755,0.830988
-3.07506,0.999772,0.414741,3,7,0,0.761237,-0.819502,-0.182837,0.576253,0.332937,0.332937,0.576253
-3.65601,0.967046,0.414741,4,11,0,-2.00749,0.0636087,-1.26715,0.643463,0.351348,0.351348,0.643463
-3.52728,0.999606,0.414741,3,7,0,-2.18097,0.737412,-0.809204,0.543603,0.525743,0.525743,0.543603
-3.52728,0.560931,0.414741,2,3,0,-2.18097,0.737412,-0.809204,0.543603,0.525743,0.525743,0.543603
-3.21017,0.654826,0.414741,2,3,0,-0.693162,0.12967,0.237091,0.261599,0.338293,0.338293,0.261599
-3.23325,0.801073,0.414741,2,3,0,-1.71217,0.529806,-0.43705,0.423538,0.44633,0.44633,0.423538
-2.88712,0.973156,0.414741,3,7,0,0.0153842,0.410097,0.357645,0.428051,0.61726,0.61726,0.428051
-2.88712,0.445062,0.414741,3,7,0,0.0153842,0.410097,0.357645,0.428051,0.61726,0.61726,0.428051
-3.03137,0.921218,0.414741,4,11,0,0.712747,-0.381226,0.461123,0.356468,0.374999,0.374999,0.356468
-5.94475,0.702194,0.414741,3,7,0,2.81316,-2.71522,-0.225209,0.633755,0.0837791,0.0837791,0.633755
-2.88975,0.945452,0.414741,3,7,0,-0.240959,-0.187204,-0.483897,0.631727,0.46718,0.46718,0.631727
-2.88975,0.777391,0.414741,3,7,0,-0.240959,-0.187204,-0.483897,0.631727,0.46718,0.46718,0.631727
-3.12394,0.998059,0.414741,3,7,0,-0.557799,-0.488072,-0.786919,0.629009,0.32147,0.32147,0.629009
-3.12394,0.448276,0.414741,3,7,0,-0.557799,-0.488072,-0.786919,0.629009,0.32147,0.32147,0.629009
