# stan_version_major = 2
# stan_version_minor = 9
# stan_version_patch = 0
# model = beta_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 4
# data
#   file = beta_4.data.R
# init = 2 (Default)
# random
#   seed = 1169982881
# output
#   file = beta_samples_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,n_divergent__,theta
# Adaptation terminated
# Step size = 0.978734
# Diagonal elements of inverse mass matrix:
# 0.376005

-7.91339,1,0.978734,1,1,0,0.438239
-7.91339,0.72898,0.978734,2,3,0,0.438239
-9.50162,0.447755,0.978734,2,3,0,0.120087
-10.2404,0.925535,0.978734,1,1,0,0.094213
-7.9741,0.952521,0.978734,2,3,0,0.229363
-7.65605,0.98261,0.978734,2,3,0,0.359377
-7.63832,0.999913,0.978734,2,3,0,0.3357
-7.71087,0.982945,0.978734,2,3,0,0.386416
-7.84561,0.933449,0.978734,2,3,0,0.250193
-7.81785,1,0.978734,2,3,0,0.255627
-7.93874,0.976022,0.978734,1,1,0,0.23454
-7.89468,1,0.978734,1,1,0,0.241527
-7.71267,0.988156,0.978734,2,3,0,0.282334
-7.69442,1,0.978734,1,1,0,0.288829
-9.98256,0.570034,0.978734,2,3,0,0.64151
-7.68863,1,0.978734,2,3,0,0.291118
-7.63913,0.99837,0.978734,2,3,0,0.339314
-7.71601,0.979086,0.978734,2,3,0,0.281239
-7.85614,0.970642,0.978734,1,1,0,0.24824
-7.75099,1,0.978734,1,1,0,0.271056
-7.63882,0.910531,0.978734,2,3,0,0.328446
-7.63915,0.996953,0.978734,2,3,0,0.339384
-7.74823,0.888289,0.978734,2,3,0,0.271788
-7.63876,0.999389,0.978734,2,3,0,0.328676
-7.66255,0.993504,0.978734,2,3,0,0.363804
-8.06795,0.906511,0.978734,2,3,0,0.465185
-9.20579,0.736296,0.978734,1,1,0,0.587033
-7.69495,1,0.978734,2,3,0,0.38014
-7.85257,0.960114,0.978734,1,1,0,0.425626
-7.67457,0.977114,0.978734,2,3,0,0.297342
-7.66039,0.933827,0.978734,2,3,0,0.362406
-7.67775,0.986202,0.978734,2,3,0,0.295837
-7.66229,1,0.978734,1,1,0,0.303919
-7.66363,0.999695,0.978734,1,1,0,0.30313
-7.64539,0.998051,0.978734,2,3,0,0.317118
-7.66281,0.922431,0.978734,2,3,0,0.303612
-7.71861,0.977564,0.978734,2,3,0,0.389227
-7.6388,0.999645,0.978734,2,3,0,0.338173
-7.63868,1,0.978734,2,3,0,0.337709
-7.77912,0.967602,0.978734,2,3,0,0.407778
-7.75371,1,0.978734,1,1,0,0.40058
-8.88891,0.631382,0.978734,2,3,0,0.149984
-7.7796,0.980738,0.978734,2,3,0,0.263959
-7.828,0.99667,0.978734,2,3,0,0.253588
-7.65241,0.998486,0.978734,2,3,0,0.310646
-8.39822,0.825306,0.978734,2,3,0,0.50977
-8.51957,0.967786,0.978734,1,1,0,0.523544
-7.82462,0.907174,0.978734,2,3,0,0.419247
-7.74885,1,0.978734,1,1,0,0.399118
-7.82025,0.942072,0.978734,2,3,0,0.255139
-8.73875,0.875518,0.978734,2,3,0,0.159125
-7.95393,0.895272,0.978734,2,3,0,0.445902
-8.08892,0.964467,0.978734,1,1,0,0.468443
-8.00419,0.847644,0.978734,2,3,0,0.22521
-8.62409,0.901147,0.978734,2,3,0,0.166773
-7.70017,0.986878,0.978734,2,3,0,0.286673
-9.42268,0.647652,0.978734,2,3,0,0.603648
-7.69388,1,0.978734,2,3,0,0.379688
-7.69388,0.860981,0.978734,2,3,0,0.379688
-7.72329,0.887961,0.978734,2,3,0,0.278944
-8.09949,0.970922,0.978734,2,3,0,0.470056
-8.25107,0.811809,0.978734,2,3,0,0.197227
-7.75051,0.992484,0.978734,2,3,0,0.271182
-7.7285,0.947912,0.978734,2,3,0,0.392633
-7.69538,0.98133,0.978734,2,3,0,0.380317
-7.71106,0.977693,0.978734,2,3,0,0.28287
-7.72796,0.996322,0.978734,1,1,0,0.277524
-7.77962,0.989017,0.978734,1,1,0,0.263954
-8.64108,0.870039,0.978734,2,3,0,0.165599
-8.33915,1,0.978734,1,1,0,0.189069
-7.72621,0.991367,0.978734,2,3,0,0.278051
-8.06897,0.892711,0.978734,2,3,0,0.465345
-8.05394,1,0.978734,1,1,0,0.462963
-7.98698,1,0.978734,1,1,0,0.4518
-8.70855,0.941129,0.978734,2,3,0,0.543138
-9.38443,0.945392,0.978734,2,3,0,0.600809
-7.91427,1,0.978734,2,3,0,0.238339
-8.01379,0.910094,0.978734,2,3,0,0.456386
-8.56172,0.862727,0.978734,1,1,0,0.528093
-7.93824,0.859434,0.978734,2,3,0,0.234616
-7.6382,0.995979,0.978734,2,3,0,0.334378
-7.63817,0.998883,0.978734,2,3,0,0.333195
-7.67484,0.991041,0.978734,2,3,0,0.370809
-7.91033,0.862154,0.978734,2,3,0,0.23897
-8.0705,0.900305,0.978734,2,3,0,0.465585
-8.15963,0.976286,0.978734,1,1,0,0.47891
-9.62796,0.674726,0.978734,1,1,0,0.618291
-11.1665,0.688075,0.978734,1,1,0,0.705095
-7.63841,1,0.978734,2,3,0,0.33635
-7.63907,0.963777,0.978734,2,3,0,0.327585
-7.63907,0.973137,0.978734,2,3,0,0.327585
-8.06099,0.900436,0.978734,2,3,0,0.217908
-7.73898,0.997213,0.978734,3,7,0,0.396054
-7.73898,0.939163,0.978734,3,7,0,0.396054
-7.63979,0.999702,0.978734,2,3,0,0.341116
-7.78093,0.961651,0.978734,2,3,0,0.26365
-7.63841,0.99768,0.978734,2,3,0,0.336296
-7.6517,0.822711,0.978734,2,3,0,0.311213
-8.07267,0.91245,0.978734,2,3,0,0.216483
-7.74795,0.96313,0.978734,2,3,0,0.398846
-7.77556,0.911813,0.978734,2,3,0,0.26491
-7.64488,0.997975,0.978734,2,3,0,0.317697
-7.67274,0.997578,0.978734,2,3,0,0.369707
-7.74482,0.966266,0.978734,2,3,0,0.272713
-8.41445,0.943811,0.978734,2,3,0,0.511675
-8.41445,0.545087,0.978734,3,7,0,0.511675
-9.84949,0.683381,0.978734,1,1,0,0.633078
-8.19971,1,0.978734,1,1,0,0.484529
-8.12536,1,0.978734,1,1,0,0.473931
-7.63987,0.998362,0.978734,2,3,0,0.3413
-7.63945,0.998331,0.978734,2,3,0,0.326469
-7.82703,0.956715,0.978734,2,3,0,0.253779
-7.93231,0.979134,0.978734,1,1,0,0.23552
-8.05905,0.901294,0.978734,2,3,0,0.463777
-8.39609,0.710422,0.978734,2,3,0,0.184161
-7.64419,0.993991,0.978734,2,3,0,0.31852
-7.64419,0.788859,0.978734,2,3,0,0.31852
-7.63944,0.990129,0.978734,2,3,0,0.340206
-7.63944,0.872959,0.978734,2,3,0,0.340206
-8.649,0.788314,0.978734,2,3,0,0.537177
-8.24159,1,0.978734,1,1,0,0.49019
-7.67681,1,0.978734,2,3,0,0.371818
-8.15475,0.906113,0.978734,2,3,0,0.478211
-8.38609,0.979817,0.978734,2,3,0,0.508331
-7.70983,0.942846,0.978734,2,3,0,0.386028
-7.64227,0.996618,0.978734,2,3,0,0.34573
-7.74185,0.970649,0.978734,2,3,0,0.273526
-7.68645,1,0.978734,1,1,0,0.292019
-7.66821,0.991626,0.978734,2,3,0,0.367206
-8.93172,0.754579,0.978734,2,3,0,0.564001
-9.42892,0.877592,0.978734,1,1,0,0.604108
-8.1956,1,0.978734,1,1,0,0.483963
-7.64522,0.987909,0.978734,2,3,0,0.31731
-7.84164,0.958719,0.978734,2,3,0,0.250944
-7.78958,1,0.978734,2,3,0,0.261674
-8.12135,0.884375,0.978734,2,3,0,0.473337
-8.12263,0.999655,0.978734,1,1,0,0.473527
-7.65473,1,0.978734,2,3,0,0.35839
-7.66158,0.992956,0.978734,2,3,0,0.304346
-8.24173,0.855895,0.978734,2,3,0,0.490208
-7.6893,1,0.978734,2,3,0,0.377707
-7.66816,0.990399,0.978734,2,3,0,0.367174
-8.41255,0.850841,0.978734,2,3,0,0.511453
-8.5439,0.96519,0.978734,1,1,0,0.526183
-11.3931,0.478818,0.978734,1,1,0,0.715406
-11.1765,1,0.978734,1,1,0,0.705559
-11.375,1,0.978734,3,7,0,0.0668449
-10.4713,1,0.978734,1,1,0,0.0876556
-8.0625,0.949217,0.978734,2,3,0,0.217723
-8.0625,0.763393,0.978734,2,3,0,0.217723
-7.65049,1,0.978734,2,3,0,0.354912
-7.67139,0.99827,0.978734,2,3,0,0.36898
-8.01436,0.95418,0.978734,2,3,0,0.223855
-7.81577,1,0.978734,2,3,0,0.256052
-7.64191,0.998803,0.978734,2,3,0,0.321631
-7.6423,0.988865,0.978734,2,3,0,0.345773
-7.94268,0.917487,0.978734,2,3,0,0.233946
-7.9505,0.998178,0.978734,3,7,0,0.445272
-8.74938,0.806579,0.978734,1,1,0,0.547121
-8.74938,0.840837,0.978734,1,1,0,0.547121
-7.89219,1,0.978734,1,1,0,0.434011
-7.63909,0.996,0.978734,2,3,0,0.339174
-8.55323,0.771457,0.978734,2,3,0,0.171835
-7.95184,0.90719,0.978734,2,3,0,0.445519
-7.83233,1,0.978734,1,1,0,0.42105
-7.64008,0.999384,0.978734,2,3,0,0.341768
-7.63907,1,0.978734,1,1,0,0.339133
-7.63877,0.997917,0.978734,2,3,0,0.328638
-7.63877,0.802914,0.978734,2,3,0,0.328638
-7.70577,0.990479,0.978734,2,3,0,0.384487
-7.84357,0.92251,0.978734,2,3,0,0.250576
-7.73952,1,0.978734,1,1,0,0.274177
-7.72233,0.955244,0.978734,2,3,0,0.390532
-7.66339,1,0.978734,1,1,0,0.364333
-7.78648,0.977847,0.978734,2,3,0,0.409742
-8.44063,0.909445,0.978734,3,7,0,0.180497
-9.07744,0.970002,0.978734,2,3,0,0.139668
-8.72712,1,0.978734,1,1,0,0.159873
-8.68787,1,0.978734,1,1,0,0.162441
-7.67172,0.98724,0.978734,2,3,0,0.298748
-7.67253,0.989208,0.978734,2,3,0,0.369596
-7.80484,0.98321,0.978734,3,7,0,0.258337
-7.80484,0.72513,0.978734,2,3,0,0.258337
-7.74532,1,0.978734,1,1,0,0.272574
-8.40284,0.945208,0.978734,2,3,0,0.510314
-7.64788,1,0.978734,2,3,0,0.352475
-7.647,0.991368,0.978734,2,3,0,0.315418
-8.42555,0.82112,0.978734,2,3,0,0.512966
-8.10728,0.800598,0.978734,2,3,0,0.212397
-8.03482,1,0.978734,1,1,0,0.221193
-7.95425,0.777872,0.978734,2,3,0,0.44596
-8.02564,0.981077,0.978734,1,1,0,0.458361
-7.99135,0.877375,0.978734,2,3,0,0.452559
-7.64479,1,0.978734,2,3,0,0.317807
-8.38731,0.835267,0.978734,2,3,0,0.1849
