# stan_version_major = 2
# stan_version_minor = 9
# stan_version_patch = 0
# model = lr_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 2
# data
#   file = lr_2.data.R
# init = 2 (Default)
# random
#   seed = 1170592242
# output
#   file = lr_samples_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,n_divergent__,beta_0,beta_1,beta_2,ys.1,ys.2,ys.3,ys.4
-3.45104,0.783857,0.445653,2,3,0,1.10819,-1.13359,0.0712024,0.458147,0.226147,0.226147,0.458147
-3.55835,0.730347,0.445653,3,7,0,-1.46508,1.15421,0.386701,0.252698,0.612216,0.612216,0.252698
-4.3357,0.855332,0.445653,2,3,0,-0.819776,1.7498,1.09763,0.220072,0.829514,0.829514,0.220072
-3.31898,0.952777,0.445653,3,7,0,-0.617591,0.948436,0.0291306,0.567727,0.777326,0.777326,0.567727
-3.23108,0.967381,0.445653,3,7,0,-0.132855,0.604368,0.808107,0.241458,0.566547,0.566547,0.241458
-6.86887,0.428318,0.445653,3,5,0,3.76489,0.359864,2.93654,0.148258,0.824636,0.824636,0.148258
-3.49007,0.973971,0.445653,4,15,0,0.821607,-1.18336,-0.145737,0.482436,0.197914,0.197914,0.482436
-3.60384,0.978408,0.445653,2,3,0,0.533456,-1.13563,-0.113357,0.407222,0.164592,0.164592,0.407222
-3.54992,0.999274,0.445653,4,11,0,-0.00723571,-0.41517,-1.03425,0.838364,0.549012,0.549012,0.838364
-3.85525,0.898601,0.445653,2,3,0,0.138607,-0.0672348,-0.904382,0.867627,0.712697,0.712697,0.867627
-3.72669,0.983115,0.445653,3,7,0,0.185696,-1.28423,-0.94962,0.690126,0.19261,0.19261,0.690126
-4.41442,0.776638,0.445653,2,3,0,0.343578,-0.773079,-1.46272,0.923857,0.564672,0.564672,0.923857
-3.00527,0.945923,0.445653,3,5,0,0.421874,-0.0843032,0.557698,0.314789,0.424475,0.424475,0.314789
-3.00527,0.606815,0.445653,2,3,0,0.421874,-0.0843032,0.557698,0.314789,0.424475,0.424475,0.314789
-3.70302,0.878364,0.445653,3,7,0,-0.530444,0.152914,0.660379,0.154689,0.292144,0.292144,0.154689
-3.19831,0.993395,0.445653,4,9,0,0.666117,0.283501,0.959708,0.274921,0.56793,0.56793,0.274921
-3.13786,0.971489,0.445653,3,7,0,1.53774,-0.587772,0.433945,0.520509,0.482071,0.482071,0.520509
-3.98845,0.940592,0.445653,3,7,0,0.128712,-1.26749,-1.31667,0.816762,0.251695,0.251695,0.816762
-3.87724,0.874466,0.445653,3,7,0,2.27963,-0.0776212,0.963708,0.568219,0.761456,0.761456,0.568219
-3.28482,0.991058,0.445653,3,7,0,0.0997522,-0.880314,-0.358578,0.484154,0.213779,0.213779,0.484154
-3.89099,0.924517,0.445653,2,3,0,0.139408,-1.13861,-0.16969,0.340779,0.12259,0.12259,0.340779
-5.88931,0.960853,0.445653,3,5,0,0.237702,-2.34705,-1.90744,0.846256,0.0724962,0.0724962,0.846256
-6.5926,0.767426,0.445653,4,15,0,-1.11509,1.80464,2.30957,0.0192729,0.546022,0.546022,0.0192729
-4.71333,1,0.445653,3,7,0,-1.66721,1.34969,-0.873973,0.806968,0.870586,0.870586,0.806968
-5.34143,0.994704,0.445653,3,7,0,1.6969,1.39798,1.54041,0.503514,0.950379,0.950379,0.503514
-3.89233,0.962213,0.445653,3,7,0,-1.0441,-0.332349,-0.0691462,0.224758,0.162513,0.162513,0.224758
-3.12534,1,0.445653,2,3,0,-0.981864,-0.148775,-0.872976,0.649152,0.399767,0.399767,0.649152
-4.22924,0.821604,0.445653,3,7,0,2.65556,-1.53966,0.0881441,0.719023,0.37475,0.37475,0.719023
-3.62477,0.947107,0.445653,3,7,0,0.271962,-1.11471,-1.02743,0.770671,0.282918,0.282918,0.770671
-3.49287,0.999977,0.445653,3,7,0,-0.098775,-1.00265,-0.968567,0.697561,0.243147,0.243147,0.697561
-2.84202,0.929872,0.445653,3,7,0,-0.0965505,-0.116962,0.0610238,0.416888,0.403357,0.403357,0.416888
-4.65962,0.582002,0.445653,3,5,0,-0.646513,1.31734,-0.363902,0.801966,0.913098,0.913098,0.801966
-3.39367,0.972633,0.445653,2,3,0,-1.30708,0.47973,0.159491,0.24116,0.375871,0.375871,0.24116
-4.41785,0.763215,0.445653,3,7,0,-2.24394,1.64618,0.492848,0.170308,0.635429,0.635429,0.170308
-4.22157,1,0.445653,3,7,0,-0.920474,-1.20094,-1.38216,0.655409,0.125627,0.125627,0.655409
-4.00963,0.978206,0.445653,4,15,0,-1.34917,-0.487108,-1.6754,0.819731,0.343444,0.343444,0.819731
-4.00963,0.696713,0.445653,3,7,0,-1.34917,-0.487108,-1.6754,0.819731,0.343444,0.343444,0.819731
-4.82048,0.967613,0.445653,3,7,0,-2.55592,1.97935,0.445301,0.187373,0.722617,0.722617,0.187373
-4.46206,0.952636,0.445653,2,3,0,-1.8625,1.76326,-0.263684,0.605426,0.872994,0.872994,0.605426
-3.35497,1,0.445653,3,5,0,-1.7279,0.970412,-0.34014,0.480707,0.634845,0.634845,0.480707
-3.35497,0.698372,0.445653,2,3,0,-1.7279,0.970412,-0.34014,0.480707,0.634845,0.634845,0.480707
-3.51817,0.880227,0.445653,2,3,0,-1.69162,0.354416,-0.195205,0.279531,0.312689,0.312689,0.279531
-3.37898,0.993732,0.445653,3,7,0,1.43207,0.0645292,0.514432,0.614847,0.74014,0.74014,0.614847
-3.29762,1,0.445653,2,3,0,0.729674,-0.099146,0.89875,0.237403,0.409177,0.409177,0.237403
-3.45428,0.976458,0.445653,3,7,0,1.07634,-0.547512,0.78856,0.259552,0.308477,0.308477,0.259552
-3.9802,0.906396,0.445653,3,7,0,0.231334,-0.300268,0.87334,0.139961,0.223994,0.223994,0.139961
-5.44714,0.956566,0.445653,3,7,0,1.50164,1.32788,0.982623,0.703553,0.959874,0.959874,0.703553
-4.25869,1,0.445653,2,3,0,1.59586,0.809825,1.15038,0.526208,0.887468,0.887468,0.526208
-3.23222,1,0.445653,2,3,0,0.669985,0.137229,0.952884,0.250011,0.49789,0.49789,0.250011
-3.49236,0.961462,0.445653,2,3,0,0.638332,0.740352,1.15539,0.282501,0.723852,0.723852,0.282501
-2.81482,0.989889,0.445653,3,7,0,0.391594,-0.291016,0.0276594,0.511313,0.445691,0.445691,0.511313
-3.74582,0.908346,0.445653,3,7,0,2.13719,-1.31326,0.339539,0.53615,0.303884,0.303884,0.53615
-4.80295,0.959417,0.445653,3,7,0,-3.03743,1.76284,0.0514338,0.201418,0.607501,0.607501,0.201418
-4.36823,0.963562,0.445653,3,7,0,-0.252707,1.5016,1.47668,0.153881,0.781392,0.781392,0.153881
-3.83541,0.939073,0.445653,2,3,0,-1.00595,1.51279,0.672464,0.301937,0.793665,0.793665,0.301937
-5.22458,0.672493,0.445653,2,3,0,-0.283156,1.8507,0.324117,0.714901,0.95665,0.95665,0.714901
-3.11843,0.72126,0.445653,4,9,0,0.247263,-0.192237,-0.502636,0.742747,0.590353,0.590353,0.742747
-3.09788,0.99782,0.445653,3,7,0,0.664504,-0.454225,0.435627,0.340521,0.336357,0.336357,0.340521
-3.28129,0.880911,0.445653,2,3,0,1.26956,-0.45614,0.80151,0.312254,0.390733,0.390733,0.312254
-3.11934,0.988086,0.445653,3,7,0,1.02323,-0.483427,-0.151986,0.699259,0.551903,0.551903,0.699259
-5.45482,0.390882,0.445653,3,5,0,3.03805,-0.0713902,2.40193,0.137383,0.620893,0.620893,0.137383
-4.30747,0.975527,0.445653,4,15,0,-3.05636,0.966045,-0.662672,0.317568,0.386607,0.386607,0.317568
-4.44564,0.987697,0.445653,3,7,0,-1.82985,1.65463,0.81307,0.141686,0.660685,0.660685,0.141686
-2.99493,0.908236,0.445653,3,7,0,-1.20885,0.374208,-0.357871,0.470309,0.474381,0.474381,0.470309
-3.18448,0.916842,0.445653,1,1,0,-1.29456,0.215852,-0.23325,0.351555,0.347599,0.347599,0.351555
-2.78405,0.873269,0.445653,2,3,0,-0.253717,0.129545,-0.0342341,0.486078,0.509901,0.509901,0.486078
-3.00576,0.955303,0.445653,3,7,0,0.553279,-0.207391,0.521478,0.332463,0.405408,0.405408,0.332463
-4.69856,0.625166,0.445653,4,9,0,0.535555,-1.97443,-0.975374,0.625246,0.080326,0.080326,0.625246
-6.0921,0.964349,0.445653,3,7,0,-0.395584,-1.6198,-2.59543,0.959901,0.261199,0.261199,0.959901
-5.1667,0.9825,0.445653,2,3,0,0.184039,-1.5671,-1.99641,0.931487,0.278129,0.278129,0.931487
-5.66955,1,0.445653,2,3,0,-0.0921731,-1.81816,-2.2493,0.930102,0.18555,0.18555,0.930102
-5.64981,0.892973,0.445653,4,9,0,0.773894,2.03151,1.59919,0.403001,0.96223,0.96223,0.403001
-5.81568,1,0.445653,2,3,0,1.04838,1.99438,1.76218,0.381876,0.96356,0.96356,0.381876
-3.85123,0.970937,0.445653,3,7,0,1.58716,0.55534,1.123,0.474149,0.828473,0.828473,0.474149
-3.98578,0.993953,0.445653,4,15,0,2.11124,0.218426,1.07876,0.542933,0.812957,0.812957,0.542933
-4.23804,0.998192,0.445653,4,9,0,-2.34136,-0.207341,-1.65816,0.683004,0.250136,0.250136,0.683004
-5.42894,0.94906,0.445653,3,7,0,-0.447032,-1.51728,-2.27966,0.930539,0.231131,0.231131,0.930539
-4.5041,0.878879,0.445653,2,3,0,0.437911,-0.792898,-1.46506,0.929244,0.578636,0.578636,0.929244
-7.05751,0.956301,0.445653,3,7,0,4.69196,-2.69856,0.461751,0.744578,0.237414,0.237414,0.744578
-8.018,0.944476,0.445653,3,7,0,5.84889,-2.16911,1.65081,0.593429,0.465024,0.465024,0.593429
-7.54338,0.811694,0.445653,2,3,0,5.535,-2.20325,1.37984,0.63924,0.437496,0.437496,0.63924
-5.22547,0.893068,0.445653,3,7,0,0.499083,1.77047,1.96486,0.159739,0.888465,0.888465,0.159739
-3.14356,1,0.445653,3,7,0,-1.2048,0.818952,0.0807859,0.366463,0.587179,0.587179,0.366463
-3.42853,0.885201,0.445653,3,7,0,-0.992222,0.126611,0.159672,0.234162,0.289324,0.289324,0.234162
-3.42853,0.379019,0.445653,2,3,0,-0.992222,0.126611,0.159672,0.234162,0.289324,0.289324,0.234162
-2.7979,0.994951,0.445653,3,7,0,0.108451,-0.222211,-0.124614,0.533816,0.447357,0.447357,0.533816
-4.9306,0.766348,0.445653,3,7,0,1.45432,-1.38628,-1.31267,0.936635,0.49861,0.49861,0.936635
-3.37962,0.939284,0.445653,2,3,0,0.908531,-0.840401,0.352022,0.346171,0.245216,0.245216,0.346171
-4.17141,0.817012,0.445653,1,1,0,0.881305,-1.18954,0.411579,0.243904,0.129053,0.129053,0.243904
-3.66194,0.923628,0.445653,3,7,0,-1.9196,0.0230105,-1.32016,0.677812,0.365072,0.365072,0.677812
-4.77751,0.891717,0.445653,3,7,0,3.37773,-1.69192,0.466575,0.679759,0.383981,0.383981,0.679759
-6.64082,0.464831,0.445653,2,3,0,3.40804,-1.96914,-0.840225,0.957684,0.57688,0.57688,0.957684
-6.06989,0.997036,0.445653,1,1,0,3.05072,-1.69384,-0.786605,0.949314,0.610556,0.610556,0.949314
-5.3693,1,0.445653,2,3,0,2.3989,-2.1086,0.52846,0.31721,0.0873231,0.0873231,0.31721
-4.83176,1,0.445653,3,7,0,1.06423,-1.15406,-1.4216,0.940104,0.544311,0.544311,0.940104
-6.37793,0.988359,0.445653,3,7,0,-2.15765,-1.66918,-2.00686,0.546589,0.0296228,0.0296228,0.546589
-7.10335,0.834385,0.445653,4,15,0,-3.33865,1.49156,-2.19532,0.927139,0.862925,0.862925,0.927139
-4.70683,0.996177,0.445653,3,7,0,-2.75124,0.683845,-0.21844,0.163759,0.237739,0.237739,0.163759
-4.56007,0.995891,0.445653,4,11,0,0.255352,-0.245979,-1.2703,0.927571,0.737631,0.737631,0.927571
-4.04661,1,0.445653,1,1,0,0.267969,-0.172433,-0.995179,0.889525,0.714692,0.714692,0.889525
-4.58176,0.861722,0.445653,1,1,0,0.639531,-0.0584747,-0.906589,0.916387,0.806772,0.806772,0.916387
-3.36018,1,0.445653,2,3,0,-0.25567,-0.88224,-0.737334,0.583403,0.217071,0.217071,0.583403
-3.21904,0.963252,0.445653,3,7,0,1.53519,-0.148654,0.614268,0.539417,0.651039,0.651039,0.539417
-3.81252,0.829342,0.445653,2,3,0,1.83887,-0.164702,0.312791,0.740504,0.767933,0.767933,0.740504
-5.26977,0.965827,0.445653,2,3,0,2.41946,-1.09407,1.63469,0.125211,0.197283,0.197283,0.125211
-5.121,0.955048,0.445653,2,3,0,1.63519,-1.04486,1.34032,0.110042,0.14248,0.14248,0.110042
-3.12668,0.996221,0.445653,4,11,0,0.434421,0.577937,0.685313,0.411379,0.711972,0.711972,0.411379
-4.56579,0.736558,0.445653,3,7,0,1.21543,0.0538426,1.80722,0.087451,0.381284,0.381284,0.087451
-4.41027,0.998104,0.445653,2,3,0,1.36198,-0.173861,1.65362,0.107253,0.345392,0.345392,0.107253
-4.88607,0.99596,0.445653,4,15,0,1.75248,1.10603,1.39252,0.518359,0.929039,0.929039,0.518359
-4.83435,1,0.445653,3,7,0,0.643791,0.606737,1.98781,0.0615091,0.46741,0.46741,0.0615091
-4.40241,0.96122,0.445653,4,15,0,3.16577,-0.662327,1.06748,0.59109,0.684306,0.684306,0.59109
-4.33571,1,0.445653,2,3,0,2.78419,-1.36671,0.945133,0.383959,0.290212,0.290212,0.383959
-3.15117,0.992946,0.445653,3,5,0,1.17467,-0.0633193,0.309162,0.62082,0.676749,0.676749,0.62082
-3.35679,0.982832,0.445653,4,15,0,1.25821,0.161778,1.13162,0.300852,0.610675,0.610675,0.300852
-2.87811,0.990537,0.445653,3,7,0,0.215016,0.29569,0.231369,0.51199,0.639922,0.639922,0.51199
-3.09243,0.935887,0.445653,3,7,0,0.943119,-0.825692,-0.152506,0.604066,0.364529,0.364529,0.604066
-3.42743,0.995068,0.445653,4,15,0,2.05019,-0.770074,0.639507,0.500276,0.46768,0.46768,0.500276
-3.23995,0.990843,0.445653,3,7,0,1.66824,-0.645593,0.604805,0.453395,0.443307,0.443307,0.453395
-2.97196,0.999901,0.445653,3,7,0,0.660811,-0.663713,-0.1111,0.554606,0.364586,0.364586,0.554606
-3.97432,0.916303,0.445653,3,7,0,0.403984,0.956227,1.51144,0.159403,0.691042,0.691042,0.159403
-5.27317,0.970023,0.445653,2,3,0,0.516736,1.67285,2.0983,0.118469,0.853728,0.853728,0.118469
-3.14567,0.988555,0.445653,3,5,0,0.701991,0.453331,0.615792,0.480944,0.729653,0.729653,0.480944
-4.96961,0.437937,0.445653,4,15,0,0.804437,-1.99998,-1.46886,0.850963,0.151015,0.151015,0.850963
-4.43343,0.986553,0.445653,3,7,0,0.223519,-1.66295,-1.37814,0.788658,0.151326,0.151326,0.788658
-3.30184,0.984971,0.445653,3,7,0,0.98617,0.244595,1.08742,0.280078,0.595787,0.595787,0.280078
-3.85795,0.960606,0.445653,3,7,0,-1.07185,1.55584,0.498832,0.374331,0.823609,0.823609,0.374331
-5.27838,0.983953,0.445653,4,15,0,-3.92254,0.726479,-1.7013,0.551452,0.316851,0.316851,0.551452
-5.204,1,0.445653,2,3,0,-3.84507,0.827385,-1.76305,0.624436,0.394784,0.394784,0.624436
-4.41771,0.831287,0.445653,2,3,0,-3.2213,0.698596,-1.15881,0.448909,0.339551,0.339551,0.448909
-4.41771,0.568983,0.445653,2,3,0,-3.2213,0.698596,-1.15881,0.448909,0.339551,0.339551,0.448909
-4.25791,0.999123,0.445653,2,3,0,-2.9276,0.709715,-1.42194,0.651582,0.478456,0.478456,0.651582
-3.62714,0.977183,0.445653,3,7,0,-1.40347,-0.326949,-1.36981,0.732862,0.334575,0.334575,0.732862
-3.5336,0.894255,0.445653,3,7,0,0.216518,1.03644,0.882186,0.374862,0.803325,0.803325,0.374862
-3.51251,0.994293,0.445653,4,15,0,-1.51597,1.21944,0.235856,0.316858,0.665309,0.665309,0.316858
-3.90109,0.799378,0.445653,2,3,0,-0.372223,1.26976,0.199478,0.622126,0.877377,0.877377,0.622126
-3.42953,1,0.445653,2,3,0,-1.1626,0.246243,0.126363,0.237021,0.31078,0.31078,0.237021
-2.79057,0.983493,0.445653,2,3,0,0.182099,0.0839679,0.15734,0.487849,0.548025,0.548025,0.487849
-2.79057,0.57121,0.445653,2,3,0,0.182099,0.0839679,0.15734,0.487849,0.548025,0.548025,0.487849
-3.10361,0.990282,0.445653,3,7,0,-1.29128,0.753943,-0.125127,0.428719,0.584612,0.584612,0.428719
-3.51416,0.938375,0.445653,3,7,0,2.09776,-0.371251,0.997779,0.43314,0.588429,0.588429,0.43314
-3.17316,0.965009,0.445653,3,7,0,0.905523,-0.944126,-0.186239,0.582702,0.310777,0.310777,0.582702
-4.3928,0.94109,0.445653,3,7,0,-3.1129,1.07896,-0.578537,0.293828,0.406986,0.406986,0.293828
-4.3928,0.441286,0.445653,2,3,0,-3.1129,1.07896,-0.578537,0.293828,0.406986,0.406986,0.293828
-3.78244,0.938028,0.445653,4,15,0,-2.25957,1.31208,-0.354386,0.440601,0.672379,0.672379,0.440601
-3.24207,0.985715,0.445653,2,3,0,-1.71812,0.685909,-0.521487,0.50269,0.543684,0.543684,0.50269
-3.7711,0.989909,0.445653,4,9,0,2.44439,-0.933551,0.891962,0.43215,0.421974,0.421974,0.43215
-3.17145,0.436924,0.445653,3,5,0,-0.680218,-0.443606,-0.482217,0.460236,0.252521,0.252521,0.460236
-2.90322,0.99958,0.445653,3,7,0,0.767336,-0.283981,0.0399786,0.599504,0.539765,0.539765,0.599504
-2.83926,0.996023,0.445653,3,7,0,-0.426566,0.0237504,-0.0644698,0.431956,0.421993,0.421993,0.431956
-2.83926,0.230885,0.445653,3,7,0,-0.426566,0.0237504,-0.0644698,0.431956,0.421993,0.421993,0.431956
-3.93159,0.640849,0.445653,4,9,0,0.406288,0.579308,1.46506,0.125153,0.524942,0.524942,0.125153
-3.61078,0.894309,0.445653,3,7,0,-0.174729,-0.8379,-1.21309,0.804325,0.345825,0.345825,0.804325
-6.6445,0.334676,0.445653,2,3,0,-0.890301,-1.80645,-0.48496,0.150993,0.0176667,0.0176667,0.150993
-4.68409,1,0.445653,2,3,0,-0.61176,-1.1285,-0.26996,0.231414,0.0692151,0.0692151,0.231414
-5.06623,0.994889,0.445653,3,7,0,-1.0279,1.68825,-0.310496,0.782678,0.934569,0.934569,0.782678
-3.22305,0.958533,0.445653,3,7,0,0.847281,-0.921161,0.0269476,0.4681,0.26464,0.26464,0.4681
-3.65089,0.830482,0.445653,3,7,0,1.26959,-0.0997501,-0.0488568,0.780324,0.753793,0.753793,0.780324
-3.00202,0.975635,0.445653,3,7,0,0.0104607,-0.329459,0.112257,0.367371,0.318491,0.318491,0.367371
-2.92804,0.986268,0.445653,3,7,0,0.523988,0.222346,0.332643,0.520251,0.653857,0.653857,0.520251
-6.47996,0.242112,0.445653,2,3,0,0.808042,0.854016,-0.630117,0.948938,0.958758,0.958758,0.948938
-5.68641,1,0.445653,1,1,0,0.848995,0.784142,-0.386718,0.917327,0.942891,0.942891,0.917327
-4.12635,0.978318,0.445653,2,3,0,0.62483,0.875986,0.253125,0.729989,0.893183,0.893183,0.729989
-3.19869,1,0.445653,2,3,0,0.278845,0.722442,0.635196,0.433127,0.748105,0.748105,0.433127
-4.01044,0.853631,0.445653,3,7,0,-1.07624,1.21664,-0.391354,0.715675,0.85175,0.85175,0.715675
-4.84911,0.866291,0.445653,3,7,0,0.254115,-0.958854,0.615245,0.126173,0.0928908,0.0928908,0.126173
-4.02629,1,0.445653,1,1,0,0.257056,-0.680929,0.549799,0.178951,0.160488,0.160488,0.178951
-3.49829,1,0.445653,2,3,0,0.751229,-0.513406,-0.646205,0.82204,0.591609,0.591609,0.82204
-3.49478,0.998071,0.445653,3,7,0,1.57849,-0.592783,0.931614,0.293691,0.368491,0.368491,0.293691
-3.41506,0.986741,0.445653,3,7,0,0.384816,-0.593975,-0.835385,0.811779,0.508062,0.508062,0.811779
-4.79765,0.968903,0.445653,3,7,0,-2.80275,0.890498,-1.68052,0.809813,0.658983,0.658983,0.809813
-3.32999,0.546613,0.445653,2,3,0,-1.31318,-0.260238,-0.976765,0.593899,0.297989,0.297989,0.593899
-4.47121,0.536976,0.445653,2,3,0,-2.59283,0.226701,-0.637947,0.251574,0.182205,0.182205,0.251574
-4.47121,0.516975,0.445653,2,3,0,-2.59283,0.226701,-0.637947,0.251574,0.182205,0.182205,0.251574
-3.63531,1,0.445653,2,3,0,-2.32549,0.555623,-0.995856,0.555236,0.44562,0.44562,0.555236
-3.63531,0.33749,0.445653,2,3,0,-2.32549,0.555623,-0.995856,0.555236,0.44562,0.44562,0.555236
-3.73873,0.720189,0.445653,3,7,0,-0.372364,-1.10183,-0.774672,0.518778,0.141686,0.141686,0.518778
-4.22233,0.963402,0.445653,3,7,0,-2.58244,0.15179,-0.929186,0.360711,0.205924,0.205924,0.360711
-4.22233,0.962681,0.445653,1,1,0,-2.58244,0.15179,-0.929186,0.360711,0.205924,0.205924,0.360711
-3.60037,1,0.445653,3,7,0,-0.596268,-0.784858,-0.486254,0.399244,0.157131,0.157131,0.399244
-4.68409,0.978998,0.445653,3,7,0,2.13798,-1.55248,0.8085,0.262794,0.144863,0.144863,0.262794
-5.98105,0.8881,0.445653,4,9,0,-3.67957,0.248922,-1.05746,0.211529,0.10676,0.10676,0.211529
-5.58278,1,0.445653,2,3,0,-2.14455,1.60485,-1.15821,0.855292,0.902328,0.902328,0.855292
-6.17476,1,0.445653,3,7,0,-2.81657,0.755297,-2.34911,0.933202,0.739454,0.739454,0.933202
-5.26697,0.993297,0.445653,4,15,0,0.332811,0.917062,2.16746,0.0437285,0.499869,0.499869,0.0437285
-5.97917,0.985578,0.445653,4,15,0,2.66631,0.230298,2.73682,0.0706318,0.596304,0.596304,0.0706318
-5.13206,1,0.445653,2,3,0,2.61645,-0.0852912,2.25833,0.120733,0.546747,0.546747,0.120733
-8.41674,0.946403,0.445653,2,3,0,5.43725,-0.393569,2.96626,0.291349,0.843414,0.843414,0.291349
-8.92115,0.976065,0.445653,2,3,0,5.69084,-1.14405,3.14714,0.148362,0.563551,0.563551,0.148362
-7.06049,0.799734,0.445653,3,7,0,4.11396,0.246417,2.88465,0.196404,0.848405,0.848405,0.196404
-7.39177,0.732383,0.445653,2,3,0,2.92567,-0.309528,3.07702,0.0282533,0.316393,0.316393,0.0282533
-4.96484,0.965643,0.445653,4,15,0,2.93255,-0.713377,0.243405,0.849715,0.779438,0.779438,0.849715
-6.8572,0.685234,0.445653,1,1,0,3.28133,-0.472138,-0.0137316,0.944625,0.912997,0.912997,0.944625
-5.57525,1,0.445653,1,1,0,3.47028,-0.746961,0.484678,0.852451,0.81633,0.81633,0.852451
-5.54958,0.980437,0.445653,3,7,0,-0.729197,1.97873,0.0328748,0.765627,0.96066,0.96066,0.765627
-4.96286,0.972137,0.445653,3,7,0,0.526018,-1.60734,0.0624585,0.230368,0.0600236,0.0600236,0.230368
-4.24586,0.997032,0.445653,2,3,0,1.03329,-1.73544,-0.33189,0.490408,0.108544,0.108544,0.490408
-4.77259,0.871914,0.445653,1,1,0,1.01338,-1.86873,-0.134447,0.357448,0.0698081,0.0698081,0.357448
-5.93357,0.948377,0.445653,3,7,0,4.16055,-0.509465,1.53373,0.6419,0.833118,0.833118,0.6419
-4.82413,0.8956,0.445653,2,3,0,3.11106,-0.0890861,1.88074,0.32311,0.741186,0.741186,0.32311
-4.7428,0.959275,0.445653,2,3,0,2.85466,-0.50521,1.8897,0.193105,0.488635,0.488635,0.193105
