"Sampler","Time_elpased","Min_ESS","Max_ESS","Min_MCSE","Max_MCSE"
"NUTS(1000,200,0.65)",906.7388726930003,17.998159066405854,626.7344287294785,0.00022930981721549384,1.1082731896491094
