"Sampler","Time_elpased","Min_ESS","Max_ESS","Min_MCSE","Max_MCSE"
"Gibbs(1000,PG(50,1,:y),HMC(1,0.25,6,:phi,:theta))","896.4996463790002","9.235839496143175","1000.0","0.0","7.8040028610293435"
"Gibbs(1000,PG(50,1,:y),HMCDA(1,200,0.65,0.75,:phi,:theta))","1083.2907168930005","9.341578156280086","1000.0","0.0","12.74997004987266"
"Gibbs(1000,PG(50,1,:y),NUTS(1,200,0.65,:phi,:theta))","1748.9139778780002","9.848514458058986","1000.0","0.0","7.084533168069384"
"PG(50,1000)","1180.827435743","9.363229546715832","1000.0","0.0","0.15947831618540914"
