"Sampler","Time_elpased","Min_ESS","Max_ESS","Min_MCSE","Max_MCSE"
"HMCDA(1000,200,0.65,0.35)",41.395974255000006,10.64170130657442,1000.0,2.095989221177839e-16,1.3650670560018592
