"Sampler","Time_elpased","Min_ESS","Max_MCSE"
"HMC(1000,0.25,6)",27.586668216,0.0005799197422664725,0.0005799197422664725
"HMCDA(1000,200,0.65,1.5)",33.87971198099999,0.0009934687194240316,0.0009934687194240316
"NUTS(1000,200,0.65)",323.4939140519999,0.0005141846729432537,0.0005141846729432537
