"Sampler","Time_elpased","Min_ESS","Max_ESS","Min_MCSE","Max_MCSE"
"HMC(1000,0.05,6)",83.05792973100003,10.320028097984249,216.7765142235643,0.00033687718010462833,4.198013350818848
